"tablet.id","signs.orig.vec","signs.expand.vec","num.char"
"P001295","1(N48) _ ZATU692# _ |BU~a+DU6~a| _ ZATU626~c","N48 _ ZATU692 _ |BU~a+DU6~a| _ ZATU626~c",7
"P001296","1(N14) _ NUN~b _ UNUG~a _ UMBIN~a _ GURUSZDA","N14 _ NUN~b _ UNUG~a _ UMBIN~a _ GURUSZDA",9
"P001297","3(N01) _ UMBIN~a _ NUN~b","N01 N01 N01 _ UMBIN~a _ NUN~b",7
"P001298","1(N01) _ U4 _ 1(N01) _ GI6 _ 1(N01) _ DUB~b _ 1(N01) _ IB~a _ 8(N01)","N01 _ U4 _ N01 _ GI6 _ N01 _ DUB~b _ N01 _ IB~a _ N01 N01 N01 N01 N01 N01 N01 N01",24
"P001299","1(N01) _ KUSZU2~a _ |EZEN~axEN~b| _ DARA3~a","N01 _ KUSZU2~a _ |EZEN~axEN~b| _ DARA3~a",7
"P001300","2(N01) _ NESAG2~a _ UNUG~a# _ |MAxMA|","N01 N01 _ NESAG2~a _ UNUG~a _ |MAxMA|",8
"P001301","1(N14) _ 7(N01) _ LAGAR~a _ GESZTU~b","N14 _ N01 N01 N01 N01 N01 N01 N01 _ LAGAR~a _ GESZTU~b",13
"P001302","1(N07~a) _ |ZATU714.RU| _ GAL~a _ GI# _ BA _ 1(N08)","N07~a _ |ZATU714.RU| _ GAL~a _ GI _ BA _ N08",11
"P001303","1(N01) _ LAL2~a _ UNUG~a _ DARA3~a","N01 _ LAL2~a _ UNUG~a _ DARA3~a",7
"P001304","1(N07~a) _ |AxEN~a| _ ERIN# _ BA# _ 1(N08)","N07~a _ |AxEN~a| _ ERIN _ BA _ N08",9
"P001305","4(N01) _ PA~a _ U4","N01 N01 N01 N01 _ PA~a _ U4",8
"P001306","5(N01) _ ZATU729# _ SANGA~a#","N01 N01 N01 N01 N01 _ ZATU729 _ SANGA~a",9
"P001307","2(N01) _ AN _ SIG2~e _ NIMGIR","N01 N01 _ AN _ SIG2~e _ NIMGIR",8
"P001308","1(N07~a) _ DU _ BA _ |GURUSZ~bx2(N14)| _ MUSZ3~a _ 1(N08)","N07~a _ DU _ BA _ |GURUSZ~bx2(N14)| _ MUSZ3~a _ N08",11
"P001309","5(N01) _ 3(N58) _ UDUNITA~a _ 5(N01) _ MASZ _ UNUG~a# _ ZATU762~b _ GURUSZDA","N01 N01 N01 N01 N01 _ N58 N58 N58 _ UDUNITA~a _ N01 N01 N01 N01 N01 _ MASZ _ UNUG~a _ ZATU762~b _ GURUSZDA",25
"P001310","2(N01)# _ KUR~a _ GURUSZ~a _ EN~b _ U2~b","N01 N01 _ KUR~a _ GURUSZ~a _ EN~b _ U2~b",10
"P001313","1(N34) _ GUKKAL~a _ |EZEN~axNIMGIR|","N34 _ GUKKAL~a _ |EZEN~axNIMGIR|",5
"P001315","2(N14) _ 1(N01) _ LAGAR~a","N14 N14 _ N01 _ LAGAR~a",6
"P001316","1(N05) _ 1(N01) _ UDU~a _ 2(N01) _ ERIM~a _ AMA~a# _ NESAG2~a _ GUM~a","N05 _ N01 _ UDU~a _ N01 N01 _ ERIM~a _ AMA~a _ NESAG2~a _ GUM~a",16
"P001317","1(N01) _ SZESZ~a _ DUG~b","N01 _ SZESZ~a _ DUG~b",5
"P001318","1(N14) _ BA _ 3(N02) _ GIR3~a# _ ZATU758# _ 9(N01)# _ BA# _ 3(N02)# _ GIR3~a#","N14 _ BA _ N02 N02 N02 _ GIR3~a _ ZATU758 _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ BA _ N02 N02 N02 _ GIR3~a",29
"P001319","1(N07~a) _ 1(N11) _ SAG _ AB2 _ AB2 _ SAL _ MUSZ3~a _ 1(N01) _ 3(N07~a) _ 1(N09) _ 1(N12)","N07~a _ N11 _ SAG _ AB2 _ AB2 _ SAL _ MUSZ3~a _ N01 _ N07~a N07~a N07~a _ N09 _ N12",23
"P001320","4(N01) _ UDU~a _ 2(N01) _ SILA4~c _ 4(N01) _ NESAG2~a","N01 N01 N01 N01 _ UDU~a _ N01 N01 _ SILA4~c _ N01 N01 N01 N01 _ NESAG2~a",18
"P001321","1(N01)# _ SAL# _ SZUBUR _ |GA2~a1x1(N57)|# _ DUB~b _ EN~b","N01 _ SAL _ SZUBUR _ |GA2~a1x1(N57)| _ DUB~b _ EN~b",11
"P001323","3(N14) _ KU6~a","N14 N14 N14 _ KU6~a",5
"P001324","1(N01) _ BU~a _ |EZEN~axRAD~a| _ DUB~b","N01 _ BU~a _ |EZEN~axRAD~a| _ DUB~b",7
"P001325","1(N02) _ |URU~a1xNIMGIR| _ BARA2~b _ SAL _ ERIM~a","N02 _ |URU~a1xNIMGIR| _ BARA2~b _ SAL _ ERIM~a",9
"P001326","2(N01) _ AB2 _ NUN~a _ ZATU639 _ LAM~b _ NIMGIR _ GU4 _ 1(N01) _ AB2 _ BA# _ 1(N01) _ AB2 _ SZE~b _ UNUG~a _ 4(N01) _ AB2# _ GU4 _ ZATU639 _ UNUG~a","N01 N01 _ AB2 _ NUN~a _ ZATU639 _ LAM~b _ NIMGIR _ GU4 _ N01 _ AB2 _ BA _ N01 _ AB2 _ SZE~b _ UNUG~a _ N01 N01 N01 N01 _ AB2 _ GU4 _ ZATU639 _ UNUG~a",41
"P001327","2(N07~a)# _ 1(N09)# _ SAG# _ URU~b1 _ BA# _ NAM2# _ 1(N01)# _ 1(N07~a)# _ 1(N09)","N07~a N07~a _ N09 _ SAG _ URU~b1 _ BA _ NAM2 _ N01 _ N07~a _ N09",18
"P001328","1(N07~a) _ 1(N09) _ ZATU651 _ TUR _ SAG _ BA _ EN~a _ 1(N01) _ 2(N07~a) _ 1(N09)","N07~a _ N09 _ ZATU651 _ TUR _ SAG _ BA _ EN~a _ N01 _ N07~a N07~a _ N09",20
"P001329","1(N01) _ AB~a# _ AN _ MUSZ3~a _ KASKAL# _ BA# _ KUR~a _ DUB~b# _ 1(N01) _ U2~b _ KUR~a _ AB~a _ SANGA~a _ DUB~b","N01 _ AB~a _ AN _ MUSZ3~a _ KASKAL _ BA _ KUR~a _ DUB~b _ N01 _ U2~b _ KUR~a _ AB~a _ SANGA~a _ DUB~b",27
"P001330","3(N01) _ MASZ _ 4(N01) _ TUR _ ZATU631#","N01 N01 N01 _ MASZ _ N01 N01 N01 N01 _ TUR _ ZATU631",14
"P001331","1(N01)# _ GUM~a# _ ERIM~a# _ SZUBUR# _ IB~a# _ BA# _ KUR~a# _ 1(N01)# _ KUR~a _ GURUSZ~a# _ UNUG~a#","N01 _ GUM~a _ ERIM~a _ SZUBUR _ IB~a _ BA _ KUR~a _ N01 _ KUR~a _ GURUSZ~a _ UNUG~a",21
"P001332","|(DUBxDISZ)~a|# _ 3(N01) _ GAL~a _ TE _ 1(N01) _ |SZE~a.NAM2| _ SZE~a _ 1(N01) _ GAL~a _ ZATU693 _ 1(N01)# _ DI _ 2(N01) _ MAR~a _ SZIM~a _ 1(N01) _ SZUBUR _ NAM2 _ 1(N01) _ GA~a _ SZE~a _ 1(N01) _ NIM~b2 _ 1(N01) _ |ZATU762~axNIM~a| _ 1(N01) _ 1(N01) _ |1(N58).BAD~a| _ SZE~a _ 1(N01) _ KAB _ USZ~a _ 1(N01) _ GAL~a# _ NIM~a _ 1(N01) _ GA2~b _ SZE~a# _ 4(N01) _ |ZATU737xSZE~a| _ 9(N01) _ SZE~a# _ 5(N01) _ GAL~a _ 1(N14) _ 8(N01) _ |DARA3~cx(KAR2.SZE~a)|# _ SU~a _ NUN~a","|(DUBxDISZ)~a| _ N01 N01 N01 _ GAL~a _ TE _ N01 _ |SZE~a.NAM2| _ SZE~a _ N01 _ GAL~a _ ZATU693 _ N01 _ DI _ N01 N01 _ MAR~a _ SZIM~a _ N01 _ SZUBUR _ NAM2 _ N01 _ GA~a _ SZE~a _ N01 _ NIM~b2 _ N01 _ |ZATU762~axNIM~a| _ N01 _ N01 _ |1(N58).BAD~a| _ SZE~a _ N01 _ KAB _ USZ~a _ N01 _ GAL~a _ NIM~a _ N01 _ GA2~b _ SZE~a _ N01 N01 N01 N01 _ |ZATU737xSZE~a| _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ SZE~a _ N01 N01 N01 N01 N01 _ GAL~a _ N14 _ N01 N01 N01 N01 N01 N01 N01 N01 _ |DARA3~cx(KAR2.SZE~a)| _ SU~a _ NUN~a",122
"P001333","1(N01) _ LAGAB~a _ RAD~a@g _ GI _ PA~a _ SAL","N01 _ LAGAB~a _ RAD~a@g _ GI _ PA~a _ SAL",11
"P001334","4(N14) _ 5(N01) _ 1(N57) _ 4(N14) _ 2(N57) _ KU3~a _ 4(N14) _ 3(N01) _ SI4~b _ 1(N14) _ 5(N01) _ KU3~a#","N14 N14 N14 N14 _ N01 N01 N01 N01 N01 _ N57 _ N14 N14 N14 N14 _ N57 N57 _ KU3~a _ N14 N14 N14 N14 _ N01 N01 N01 _ SI4~b _ N14 _ N01 N01 N01 N01 N01 _ KU3~a",43
"P001335","2(N01) _ BA _ MUSZEN# _ SZE~a# _ AB2# _ 1(N01)# _ AB2# _ NUN~a# _ BA","N01 N01 _ BA _ MUSZEN _ SZE~a _ AB2 _ N01 _ AB2 _ NUN~a _ BA",18
"P001336","1(N14) _ UDUNITA~a# _ AB2# _ KAB","N14 _ UDUNITA~a _ AB2 _ KAB",7
"P001337","1(N07~a) _ APIN~a _ NAM2 _ 1(N08)","N07~a _ APIN~a _ NAM2 _ N08",7
"P001338","1(N34) _ ZATU694~d# _ 5(N14)# _ ZATU694~b# _ 1(N14) _ ZATU693 _ 2(N34)","N34 _ ZATU694~d _ N14 N14 N14 N14 N14 _ ZATU694~b _ N14 _ ZATU693 _ N34 N34",18
"P001339","5(N14) _ 5(N01) _ NUN~b _ TE _ 3(N14)# _ 3(N01)# _ UTUA~a","N14 N14 N14 N14 N14 _ N01 N01 N01 N01 N01 _ NUN~b _ TE _ N14 N14 N14 _ N01 N01 N01 _ UTUA~a",25
"P001340","2(N01) _ UDUNITA~a _ GURUSZDA _ UNUG~a _ GESZTU~b _ UKKIN~a","N01 N01 _ UDUNITA~a _ GURUSZDA _ UNUG~a _ GESZTU~b _ UKKIN~a",12
"P001341","1(N01) _ NUN~a# _ A _ AB2 _ RAD~b _ AN","N01 _ NUN~a _ A _ AB2 _ RAD~b _ AN",11
"P001342","6(N01)# _ BA _ SUKKAL# _ 1(N01)# _ GURUSZ~a","N01 N01 N01 N01 N01 N01 _ BA _ SUKKAL _ N01 _ GURUSZ~a",14
"P001343","2(N14) _ 4(N01) _ |1(N58).BAD~b| _ 2(N01) _ MA2#","N14 N14 _ N01 N01 N01 N01 _ |1(N58).BAD~b| _ N01 N01 _ MA2",14
"P001344","1(N01)# _ GI# _ AMA~a _ ERIM~a#","N01 _ GI _ AMA~a _ ERIM~a",7
"P001345","1(N14) _ 1(N01) _ GU4 _ |(DUBxDISZ)~b| _ MUSZ3~a _ TE _ NUN~a _ DA~a","N14 _ N01 _ GU4 _ |(DUBxDISZ)~b| _ MUSZ3~a _ TE _ NUN~a _ DA~a",15
"P001346","1(N14) _ 5(N01) _ BIR3~b _ 3(N01) _ KAB _ SZUBUR","N14 _ N01 N01 N01 N01 N01 _ BIR3~b _ N01 N01 N01 _ KAB _ SZUBUR",17
"P001347","2(N14)# _ 6(N01)#","N14 N14 _ N01 N01 N01 N01 N01 N01",9
"P001348","1(N01) _ AB2 _ AN _ ERIM~a _ GUM~a _ ZATU621~a","N01 _ AB2 _ AN _ ERIM~a _ GUM~a _ ZATU621~a",11
"P001349","1(N01) _ AMAR _ RAD~b _ |GIxLAGAB~a| _ AN","N01 _ AMAR _ RAD~b _ |GIxLAGAB~a| _ AN",9
"P001350","2(N07~a) _ LAM~b _ BA# _ SZA3~b _ ERIN _ 3(N07~a)#","N07~a N07~a _ LAM~b _ BA _ SZA3~b _ ERIN _ N07~a N07~a N07~a",14
"P001351","4(N01) _ SUHUR _ UNUG~a _ SZU2 _ KAB _ NAM2","N01 N01 N01 N01 _ SUHUR _ UNUG~a _ SZU2 _ KAB _ NAM2",14
"P001352","1(N01) _ GAR3# _ NESAG2~a _ GU4 _ AL","N01 _ GAR3 _ NESAG2~a _ GU4 _ AL",9
"P001353","1(N34) _ NAM2 _ URU~b2","N34 _ NAM2 _ URU~b2",5
"P001354","8(N01) _ ZATU758 _ SZA#","N01 N01 N01 N01 N01 N01 N01 N01 _ ZATU758 _ SZA",12
"P001355","1(N01) _ ZATU629 _ ERIM~a _ SAL _ DUB~b _ MUSZ3~a","N01 _ ZATU629 _ ERIM~a _ SAL _ DUB~b _ MUSZ3~a",11
"P001356","2(N07~a) _ BA# _ E2~a _ PAP~a _ ESZDA _ 3(N07~a)","N07~a N07~a _ BA _ E2~a _ PAP~a _ ESZDA _ N07~a N07~a N07~a",14
"P001357","3(N01) _ ERIM~a _ MASZ _ GURUSZDA","N01 N01 N01 _ ERIM~a _ MASZ _ GURUSZDA",9
"P001358","1(N01) _ UNUG~a _ DIN _ LAGAB~b# _ NESAG2~a","N01 _ UNUG~a _ DIN _ LAGAB~b _ NESAG2~a",9
"P001359","5(N01)# _ SZITA~a3 _ SUHUR _ UNUG~a _ NESAG2~a#","N01 N01 N01 N01 N01 _ SZITA~a3 _ SUHUR _ UNUG~a _ NESAG2~a",13
"P001360","1(N01)# _ 1(N01) _ GI _ IDIGNA _ TE","N01 _ N01 _ GI _ IDIGNA _ TE",9
"P001361","1(N01)# _ DUG~b _ 1(N34) _ 1(N14) _ SZE3 _ 4(N14) _ SZE3 _ MASZ _ NUN~a","N01 _ DUG~b _ N34 _ N14 _ SZE3 _ N14 N14 N14 N14 _ SZE3 _ MASZ _ NUN~a",20
"P001362","1(N01) _ UNUG~a# _ GU4# _ AN# _ UTUL~a#","N01 _ UNUG~a _ GU4 _ AN _ UTUL~a",9
"P001399","2(N01)# _ SZAGAN# _ 1(N01) _ LAGAR~a _ MA2 _ 1(N01) _ LAGAR~a# _ ZAG~b _ BALA~b _ BAR","N01 N01 _ SZAGAN _ N01 _ LAGAR~a _ MA2 _ N01 _ LAGAR~a _ ZAG~b _ BALA~b _ BAR",20
"P001400","2(N34) _ 2(N14) _ 1(N01) _ UDU~a _ U2~b _ GUM~a _ ZATU752# _ SZAB~a","N34 N34 _ N14 N14 _ N01 _ UDU~a _ U2~b _ GUM~a _ ZATU752 _ SZAB~a",17
"P001401","1(N01) _ SZITA~a1 _ 1(N01) _ KASKAL _ 1(N01) _ BALAG _ ZATU659 _ 1(N01) _ NINDA2# _ 1(N01) _ ZATU630 _ UMUN2# _ 1(N01) _ LAM~b _ 1(N01) _ 1(N01) _ ISZ~b _ 3(N01) _ NESAG2~a _ 1(N01)# _ AB~a# _ PIRIG~a1# _ 1(N01) _ ZATU630 _ 1(N01) _ UKKIN~a _ GA2~b _ 1(N14) _ 5(N01)","N01 _ SZITA~a1 _ N01 _ KASKAL _ N01 _ BALAG _ ZATU659 _ N01 _ NINDA2 _ N01 _ ZATU630 _ UMUN2 _ N01 _ LAM~b _ N01 _ N01 _ ISZ~b _ N01 N01 N01 _ NESAG2~a _ N01 _ AB~a _ PIRIG~a1 _ N01 _ ZATU630 _ N01 _ UKKIN~a _ GA2~b _ N14 _ N01 N01 N01 N01 N01",63
"P001402","5(N01) _ ERIM~a# _ MASZ# _ 2(N01) _ UDUNITA~a _ 5(N01) _ MASZ _ NIMGIR _ 2(N01)# _ AN# _ URU~a1# _ GUM~a# _ PA~b _ 1(N14) _ 4(N01) _ |BU~axA|#","N01 N01 N01 N01 N01 _ ERIM~a _ MASZ _ N01 N01 _ UDUNITA~a _ N01 N01 N01 N01 N01 _ MASZ _ NIMGIR _ N01 N01 _ AN _ URU~a1 _ GUM~a _ PA~b _ N14 _ N01 N01 N01 N01 _ |BU~axA|",44
"P001403","1(N34) _ 1(N14) _ 1(N01) _ U8 _ UTUA~a _ SANGA~a","N34 _ N14 _ N01 _ U8 _ UTUA~a _ SANGA~a",11
"P001405","SAL _ 6(N01)# _ UDU~a# _ UDU~a# _ U8#","SAL _ N01 N01 N01 N01 N01 N01 _ UDU~a _ UDU~a _ U8",14
"P001367","1(N01) _ AB~a _ 2(N01) _ ZATU758 _ 3(N01) _ UH3~b _ 1(N01) _ RU _ 7(N01)","N01 _ AB~a _ N01 N01 _ ZATU758 _ N01 N01 N01 _ UH3~b _ N01 _ RU _ N01 N01 N01 N01 N01 N01 N01",26
"P001407","6(N01)# _ 6(N01) _ TE _ 4(N01)# _ 4(N01) _ BIR~b","N01 N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 N01 _ TE _ N01 N01 N01 N01 _ N01 N01 N01 N01 _ BIR~b",27
"P001408","7(N01) _ URUDU@g~a _ 8(N01)#","N01 N01 N01 N01 N01 N01 N01 _ URUDU@g~a _ N01 N01 N01 N01 N01 N01 N01 N01",18
"P001409","5(N01)# _ TUM~a# _ UDU~a#","N01 N01 N01 N01 N01 _ TUM~a _ UDU~a",9
"P001370","3(N14)# _ 2(N01)# _ |DUG~bxHI@g~a|# _ 8(N01)# _ 1(N14) _ KASZ~b# _ KASZ~b _ E~c#","N14 N14 N14 _ N01 N01 _ |DUG~bxHI@g~a| _ N01 N01 N01 N01 N01 N01 N01 N01 _ N14 _ KASZ~b _ KASZ~b _ E~c",25
"P001411","6(N34) _ 3(N14) _ 1(N01)","N34 N34 N34 N34 N34 N34 _ N14 N14 N14 _ N01",12
"P001412","|SILA3~axSUHUR|# _ |SILA3~axX|# _ ZATU720# _ ZATU720# _ 1(N01) _ |MAH~ax(SILA3~axUMBIN~a)| _ 1(N01) _ |MAH~axZATU659| _ 1(N01) _ |SILA3~axSZE~a@t| _ 1(N01) _ |SILA3~ax(ZATU659.TU~c)| _ AMA~a _ LAM~b#","|SILA3~axSUHUR| _ |SILA3~axX| _ ZATU720 _ ZATU720 _ N01 _ |MAH~ax(SILA3~axUMBIN~a)| _ N01 _ |MAH~axZATU659| _ N01 _ |SILA3~axSZE~a@t| _ N01 _ |SILA3~ax(ZATU659.TU~c)| _ AMA~a _ LAM~b",27
"P001372","1(N01) _ DUG~b _ 1(N34) _ 2(N14) _ 4(N01)# _ SZE3 _ PIRIG~a1# _ 1(N14) _ 5(N01) _ SZE3 _ BAR","N01 _ DUG~b _ N34 _ N14 N14 _ N01 N01 N01 N01 _ SZE3 _ PIRIG~a1 _ N14 _ N01 N01 N01 N01 N01 _ SZE3 _ BAR",29
"P001373","7(N01) _ BA _ 1(N01)# _ GI _ UMBIN~c _ GI@t _ TE# _ 6(N01) _ BAR","N01 N01 N01 N01 N01 N01 N01 _ BA _ N01 _ GI _ UMBIN~c _ GI@t _ TE _ N01 N01 N01 N01 N01 N01 _ BAR",28
"P001415","1(N01)# _ ZAR~c# _ |NUN~a+EN~a|# _ UKKIN~a# _ 2(N02) _ ZAR~c _ GAL~a# _ 1(N02)# _ NAM2# _ 1(N02)# _ 3(N01) _ 1(N02)# _ ZATU753# _ 1(N57)# _ ZATU625# _ 1(N01)# _ BAN~a# _ 1(N02)#","N01 _ ZAR~c _ |NUN~a+EN~a| _ UKKIN~a _ N02 N02 _ ZAR~c _ GAL~a _ N02 _ NAM2 _ N02 _ N01 N01 N01 _ N02 _ ZATU753 _ N57 _ ZATU625 _ N01 _ BAN~a _ N02",38
"P001375","1(N01)# _ ZATU662# _ 4(N01)# _ ZATU644~a _ SIG7 _ 2(N14) _ 6(N01)# _ DUR~a","N01 _ ZATU662 _ N01 N01 N01 N01 _ ZATU644~a _ SIG7 _ N14 N14 _ N01 N01 N01 N01 N01 N01 _ DUR~a",24
"P001417","3(N01)# _ LAL2~a _ MASZ _ IB~a _ GUM~a#","N01 N01 N01 _ LAL2~a _ MASZ _ IB~a _ GUM~a",11
"P001377","1(N01) _ 1(N33) _ UKKIN~a _ 1(N01) _ 1(N32) _ 1(N01)# _ 1(N32) _ EN~a# _ NUN~a _ 1(N01) _ 1(N30~c) _ NUN~a _ 1(N01) _ 1(N31) _ NAM2 _ 6(N01)# _ TE _ 6(N01) _ ZATU693 _ NIM~a# _ 4(N01) _ 1(N01)# _ 1(N30~d) _ 1(N01) _ SANGA~b# _ 1(N01) _ KISAL~b1 _ NUNUZ~a2","N01 _ N33 _ UKKIN~a _ N01 _ N32 _ N01 _ N32 _ EN~a _ NUN~a _ N01 _ N30~c _ NUN~a _ N01 _ N31 _ NAM2 _ N01 N01 N01 N01 N01 N01 _ TE _ N01 N01 N01 N01 N01 N01 _ ZATU693 _ NIM~a _ N01 N01 N01 N01 _ N01 _ N30~d _ N01 _ SANGA~b _ N01 _ KISAL~b1 _ NUNUZ~a2",68
"P001420","1(N45) _ 4(N14)# _ 5(N01)# _ |1(N57).SZUBUR| _ NUN~c","N45 _ N14 N14 N14 N14 _ N01 N01 N01 N01 N01 _ |1(N57).SZUBUR| _ NUN~c",16
"P001421","1(N07~a) _ 1(N09) _ EN~a# _ NUN~a# _ 2(N07~a)# _ 1(N09)# _ BA#","N07~a _ N09 _ EN~a _ NUN~a _ N07~a N07~a _ N09 _ BA",14
"P001422","9(N34)# _ 5(N01)# _ 1(N14)# _ 8(N01)# _ MASZ#","N34 N34 N34 N34 N34 N34 N34 N34 N34 _ N01 N01 N01 N01 N01 _ N14 _ N01 N01 N01 N01 N01 N01 N01 N01 _ MASZ",28
"P001381","1(N48) _ 7(N34)# _ 6(N14)# _ 3(N01) _ SZE~a#","N48 _ N34 N34 N34 N34 N34 N34 N34 _ N14 N14 N14 N14 N14 N14 _ N01 N01 N01 _ SZE~a",22
"P001382","5(N01)# _ RAD~a@g# _ EN~a# _ 1(N01) _ |NUN~a+EN~a|# _ 1(N01) _ NAM~b# _ 1(N01)# _ ZATU704 _ 1(N01)# _ PAP~a _ 1(N01)# _ RAD~a@g# _ 1(N01)# _ ZATU631# _ 1(N01) _ 1(N01) _ LAGAR~c _ 1(N14) _ 3(N01)","N01 N01 N01 N01 N01 _ RAD~a@g _ EN~a _ N01 _ |NUN~a+EN~a| _ N01 _ NAM~b _ N01 _ ZATU704 _ N01 _ PAP~a _ N01 _ RAD~a@g _ N01 _ ZATU631 _ N01 _ N01 _ LAGAR~c _ N14 _ N01 N01 N01",45
"P001425","1(N34) _ ESZDA# _ 1(N34) _ NAM2 _ KAB _ 4(N14)# _ NAM2 _ 4(N14) _ NAM2# _ 1(N34) _ 4(N14)# _ GAL~a _ KISAL~b1 _ 1(N34)# _ 4(N34) _ 4(N14)# _ 3(N34)# _ |NUN~a+EN~a| _ 1(N14)# _ |AB2x2(N14)| _ 1(N14) _ GA~a _ ZATU753 _ 1(N14)# _ 2(N34)# _ 1(N34)# _ 1(N14) _ GISZ@t _ BU~a _ 1(N14) _ SZUM _ 1(N14) _ UDU~a _ ZATU641 _ 2(N14) _ SZA _ 1(N34)# _ 1(N14)# _ IB~a# _ 3(N14) _ DUG~a _ 3(N14) _ ZATU693 _ GA2~a1 _ 3(N14) _ ZATU753 _ GA~a# _ TI@t# _ 3(N48) _ 1(N34)# _ 5(N14)# _ ZATU679# _ TI","N34 _ ESZDA _ N34 _ NAM2 _ KAB _ N14 N14 N14 N14 _ NAM2 _ N14 N14 N14 N14 _ NAM2 _ N34 _ N14 N14 N14 N14 _ GAL~a _ KISAL~b1 _ N34 _ N34 N34 N34 N34 _ N14 N14 N14 N14 _ N34 N34 N34 _ |NUN~a+EN~a| _ N14 _ |AB2x2(N14)| _ N14 _ GA~a _ ZATU753 _ N14 _ N34 N34 _ N34 _ N14 _ GISZ@t _ BU~a _ N14 _ SZUM _ N14 _ UDU~a _ ZATU641 _ N14 N14 _ SZA _ N34 _ N14 _ IB~a _ N14 N14 N14 _ DUG~a _ N14 N14 N14 _ ZATU693 _ GA2~a1 _ N14 N14 N14 _ ZATU753 _ GA~a _ TI@t _ N48 N48 N48 _ N34 _ N14 N14 N14 N14 N14 _ ZATU679 _ TI",136
"P001384","1(N14) _ GA~a _ UDUNITA~a _ KAB","N14 _ GA~a _ UDUNITA~a _ KAB",7
"P001427","2(N07~a) _ PAP~a _ BA _ 3(N07~a)","N07~a N07~a _ PAP~a _ BA _ N07~a N07~a N07~a",10
"P001428","3(N34)# _ 2(N45) _ NESAG2~a#","N34 N34 N34 _ N45 N45 _ NESAG2~a",8
"P001389","2(N01) _ |ZATU711xX|# _ GI4~b _ 2(N01) _ |ZATU711xHI@g~a| _ GI4~b _ |AxZATU672|","N01 N01 _ |ZATU711xX| _ GI4~b _ N01 N01 _ |ZATU711xHI@g~a| _ GI4~b _ |AxZATU672|",15
"P001390","1(N01) _ IDIGNA# _ KUR~a","N01 _ IDIGNA _ KUR~a",5
"P001391","1(N01) _ KUR~a _ URUDU~a _ ERIM~a _ 1(N01) _ SAL _ SU~a _ RAD~b _ 1(N01) _ URU~a2 _ BA _ EN~b _ MAGUR~a","N01 _ KUR~a _ URUDU~a _ ERIM~a _ N01 _ SAL _ SU~a _ RAD~b _ N01 _ URU~a2 _ BA _ EN~b _ MAGUR~a",25
"P001395","1(N07~a)# _ 1(N09) _ SIG7# _ BA _ ESZDA _ 3(N07~a) _ 1(N09)","N07~a _ N09 _ SIG7 _ BA _ ESZDA _ N07~a N07~a N07~a _ N09",15
"P001433","1(N01) _ UNUG~a# _ BA# _ AN# _ KUR~a# _ ERIM~a# _ DUB~b# _ URUDU~a","N01 _ UNUG~a _ BA _ AN _ KUR~a _ ERIM~a _ DUB~b _ URUDU~a",15
"P001397","2(N34)# _ 2(N14) _ 5(N01)# _ GISAL~a","N34 N34 _ N14 N14 _ N01 N01 N01 N01 N01 _ GISAL~a",13
"P001435","2(N51) _ 2(N14)# _ 3(N01)","N51 N51 _ N14 N14 _ N01 N01 N01",9
"P001534","3(N01)# _ NIR~b _ KISAL~b1# _ KASZ~b","N01 N01 N01 _ NIR~b _ KISAL~b1 _ KASZ~b",9
"P001535","1(N01)# _ 1(N01)#","N01 _ N01",3
"P001651","3(N01)#","N01 N01 N01",3
"P001537","5(N01)#","N01 N01 N01 N01 N01",5
"P001538","EN~a# _ NUN~a#","EN~a _ NUN~a",3
"P001539","2(N34)# _ TE#","N34 N34 _ TE",4
"P001655","2(N01)# _ DIN# _ 2(N14)# _ 4(N01) _ DIN","N01 N01 _ DIN _ N14 N14 _ N01 N01 N01 N01 _ DIN",14
"P001656","1(N14)# _ 4(N01) _ U8 _ 2(N01)#","N14 _ N01 N01 N01 N01 _ U8 _ N01 N01",11
"P001657","4(N01)# _ |MAH~axUD5~a|# _ 1(N01)# _ 2(N01) _ |MAH~axUD5~a|# _ GI6 _ 2(N01)#","N01 N01 N01 N01 _ |MAH~axUD5~a| _ N01 _ N01 N01 _ |MAH~axUD5~a| _ GI6 _ N01 N01",18
"P001659","1(N01)# _ BA _ 1(N01)# _ SI _ 1(N01)# _ 1(N01)# _ SZEG9# _ AN#","N01 _ BA _ N01 _ SI _ N01 _ N01 _ SZEG9 _ AN",15
"P001660","1(N01) _ UTUA~a _ U4","N01 _ UTUA~a _ U4",5
"P001661","MA2 _ |DUG~bxSZE~a| _ SANGA~a","MA2 _ |DUG~bxSZE~a| _ SANGA~a",5
"P001667","3(N01)# _ NUN~a","N01 N01 N01 _ NUN~a",5
"P001551","2(N01) _ BU~a _ A _ GUM~a _ UDUNITA~a _ PIRIG~a1#","N01 N01 _ BU~a _ A _ GUM~a _ UDUNITA~a _ PIRIG~a1",12
