"tablet.id","signs.orig.vec","signs.expand.vec","num.char"
"P002354","3(N14)# _ 6(N01)# _ BA _ 1(N01)# _ 2(N01)# _ 1(N01)# _ 1(N14)#","N14 N14 N14 _ N01 N01 N01 N01 N01 N01 _ BA _ N01 _ N01 N01 _ N01 _ N14",21
"P002368","1(N01)# _ SIG7# _ GAL~a# _ 1(N01) _ BA _ 2(N01)# _ UMUN2# _ GAL~a _ 2(N01) _ 2(N01) _ DARA4~a2 _ 2(N01) _ UKKIN~a# _ 2(N01) _ 1(N01) _ SIG7 _ EN~a# _ SZU# _ NUN~a# _ 1(N01) _ SIG7# _ GAL~a _ 4(N01) _ 6(N01) _ NUN~a _ EN~a _ 7(N01)# _ 2(N01) _ EN~a _ SZU# _ NUN~a# _ 1(N01) _ NUNUZ~a1# _ 5(N01)# _ 5(N01) _ 3(N01)# _ 3(N01)# _ 1(N01) _ SIG7 _ 2(N01) _ GAL~a _ ZATU776 _ |Ax1(N14)| _ 2(N14) _ 9(N01) _ SIG7# _ 2(N14) _ 5(N01) _ BA#","N01 _ SIG7 _ GAL~a _ N01 _ BA _ N01 N01 _ UMUN2 _ GAL~a _ N01 N01 _ N01 N01 _ DARA4~a2 _ N01 N01 _ UKKIN~a _ N01 N01 _ N01 _ SIG7 _ EN~a _ SZU _ NUN~a _ N01 _ SIG7 _ GAL~a _ N01 N01 N01 N01 _ N01 N01 N01 N01 N01 N01 _ NUN~a _ EN~a _ N01 N01 N01 N01 N01 N01 N01 _ N01 N01 _ EN~a _ SZU _ NUN~a _ N01 _ NUNUZ~a1 _ N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 _ N01 N01 N01 _ N01 N01 N01 _ N01 _ SIG7 _ N01 N01 _ GAL~a _ ZATU776 _ |Ax1(N14)| _ N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ SIG7 _ N14 N14 _ N01 N01 N01 N01 N01 _ BA",144
"P002371","NIR~b _ 2(N01) _ GA2~a1 _ SIG7# _ DU _ 2(N01)# _ 1(N01) _ U4# _ 1(N01) _ 1(N01) _ GIR3~c _ 1(N01) _ |SAR~axSZE~a| _ 2(N01)# _ GI# _ 9(N01)# _ BA _ 2(N14) _ 1(N01)","NIR~b _ N01 N01 _ GA2~a1 _ SIG7 _ DU _ N01 N01 _ N01 _ U4 _ N01 _ N01 _ GIR3~c _ N01 _ |SAR~axSZE~a| _ N01 N01 _ GI _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ BA _ N14 N14 _ N01",49
"P002380","3(N01) _ SAL _ 1(N01) _ 6(N01) _ 1(N34) _ 2(N14)","N01 N01 N01 _ SAL _ N01 _ N01 N01 N01 N01 N01 N01 _ N34 _ N14 N14",19
"P002382","EN~a _ |GA2~bxDUB~a| _ 6(N01)# _ 4(N01)# _ 1(N14) _ 2(N01)# _ SIG7 _ 6(N01)#","EN~a _ |GA2~bxDUB~a| _ N01 N01 N01 N01 N01 N01 _ N01 N01 N01 N01 _ N14 _ N01 N01 _ SIG7 _ N01 N01 N01 N01 N01 N01",29
"P002383","2(N14) _ 3(N01) _ BA _ 1(N14) _ 1(N01) _ TE","N14 N14 _ N01 N01 N01 _ BA _ N14 _ N01 _ TE",14
"P002391","4(N01)# _ 2(N01) _ KIB# _ AMA~a _ NU _ DIN _ BU~a# _ E2~a","N01 N01 N01 N01 _ N01 N01 _ KIB _ AMA~a _ NU _ DIN _ BU~a _ E2~a",19
"P002393","1(N01) _ 5(N01)# _ 5(N01) _ 4(N01) _ 2(N14) _ 1(N18) _ 1(N03) _ ZATU679#","N01 _ N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 _ N01 N01 N01 N01 _ N14 N14 _ N18 _ N03 _ ZATU679",27
"P002409","1(N34) _ EN~a# _ NUN~a# _ 1(N34) _ 2(N14) _ 1(N14)","N34 _ EN~a _ NUN~a _ N34 _ N14 N14 _ N14",12
"P002435","5(N01)# _ 6(N01) _ KISAL~b1 _ 8(N01) _ IB~a _ SZITA~a1 _ 8(N01) _ IB~a _ 1(N14)# _ 2(N14)# _ 1(N14)#","N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 N01 _ KISAL~b1 _ N01 N01 N01 N01 N01 N01 N01 N01 _ IB~a _ SZITA~a1 _ N01 N01 N01 N01 N01 N01 N01 N01 _ IB~a _ N14 _ N14 N14 _ N14",45
"P002437","SANGA~a# _ 3(N01) _ IB~a _ 1(N01)","SANGA~a _ N01 N01 N01 _ IB~a _ N01",9
"P002446","GUN3~b _ SAL _ PAP~a _ |GIxX| _ A","GUN3~b _ SAL _ PAP~a _ |GIxX| _ A",9
"P002453","1(N14@f) _ 3(N14@f) _ 6(N01@f)","N14@f _ N14@f N14@f N14@f _ N01@f N01@f N01@f N01@f N01@f N01@f",12
"P002482","1(N01) _ UDU~a# _ TUR# _ ZATU802 _ RAD~a","N01 _ UDU~a _ TUR _ ZATU802 _ RAD~a",9
"P002483","1(N14)# _ 2(N14)# _ KASZ~a _ DUG~a _ 1(N01)#","N14 _ N14 N14 _ KASZ~a _ DUG~a _ N01",10
"P002485","2(N01) _ MAR~a# _ PA~a _ ZATU699~b","N01 N01 _ MAR~a _ PA~a _ ZATU699~b",8
"P002486","4(N14) _ |NINDA2xGAR| _ BU~b","N14 N14 N14 N14 _ |NINDA2xGAR| _ BU~b",8
"P002487","4(N14)","N14 N14 N14 N14",4
"P002488","5(N01)# _ GUG2 _ NINDA2 _ GESZTU~b","N01 N01 N01 N01 N01 _ GUG2 _ NINDA2 _ GESZTU~b",11
"P002489","2(N14) _ GAR _ 1(N01)#","N14 N14 _ GAR _ N01",6
"P002490","KASZ~a _ BAR","KASZ~a _ BAR",3
"P002492","1(N51)# _ 3(N14) _ 4(N01)# _ GUG2#","N51 _ N14 N14 N14 _ N01 N01 N01 N01 _ GUG2",12
"P002493","1(N01)# _ ME~a _ GIR3~c#","N01 _ ME~a _ GIR3~c",5
"P002538","1(N01) _ UR2 _ 1(N01) _ 4(N57) _ ZAG~c _ U4 _ U2~a _ 1(N01) _ UR2 _ 1(N01) _ GA'AR~b2 _ |3(N57).PIRIG~b1| _ IB~a _ SU~a _ URI3~a _ 1(N01) _ UR4~c _ 1(N01) _ ZATU646 _ 3(N01)# _ U4 _ GI _ KISAL~b1#","N01 _ UR2 _ N01 _ N57 N57 N57 N57 _ ZAG~c _ U4 _ U2~a _ N01 _ UR2 _ N01 _ GA'AR~b2 _ |3(N57).PIRIG~b1| _ IB~a _ SU~a _ URI3~a _ N01 _ UR4~c _ N01 _ ZATU646 _ N01 N01 N01 _ U4 _ GI _ KISAL~b1",50
"P002495","3(N01) _ KASZ~a _ GIR3~a _ 1(N14) _ 1(N01)# _ 3(N01)# _ GAR# _ 5(N57)","N01 N01 N01 _ KASZ~a _ GIR3~a _ N14 _ N01 _ N01 N01 N01 _ GAR _ N57 N57 N57 N57 N57",23
"P002540","3(N01) _ DUB~b _ SZITA~a3 _ IB~a _ SZU _ PAP~a _ 3(N01) _ ZATU725 _ 3(N01) _ MUSZEN _ GA~a _ 3(N01) _ NIM~b1 _ URI3~a _ NE~a _ KU6~a _ SILA4~b _ BA _ MUSZEN _ NA~a _ ZI~a _ 2(N14) _ DUB~b _ BA _ MUSZEN _ ZI~a _ NA~a","N01 N01 N01 _ DUB~b _ SZITA~a3 _ IB~a _ SZU _ PAP~a _ N01 N01 N01 _ ZATU725 _ N01 N01 N01 _ MUSZEN _ GA~a _ N01 N01 N01 _ NIM~b1 _ URI3~a _ NE~a _ KU6~a _ SILA4~b _ BA _ MUSZEN _ NA~a _ ZI~a _ N14 N14 _ DUB~b _ BA _ MUSZEN _ ZI~a _ NA~a",62
"P002542","2(N01) _ DU# _ GI _ GI _ UDU~a# _ 3(N01) _ GISZIMMAR~b1 _ U4 _ U2~a _ 3(N01) _ U4 _ U2~a# _ GU7# _ TAR~a _ AB2#","N01 N01 _ DU _ GI _ GI _ UDU~a _ N01 N01 N01 _ GISZIMMAR~b1 _ U4 _ U2~a _ N01 N01 N01 _ U4 _ U2~a _ GU7 _ TAR~a _ AB2",34
"P002504","1(N01) _ 1(N01)","N01 _ N01",3
"P002506","1(N01)# _ |URU~a1x1(N57)|","N01 _ |URU~a1x1(N57)|",3
"P002548","6(N01) _ DUG~b _ 1(N01) _ SZU2 _ 1(N01) _ 1(N57) _ KAB _ 8(N34) _ SZE3 _ UDU~a _ AN _ ADAB _ 1(N38) _ 1(N01)# _ DUG~b#","N01 N01 N01 N01 N01 N01 _ DUG~b _ N01 _ SZU2 _ N01 _ N57 _ KAB _ N34 N34 N34 N34 N34 N34 N34 N34 _ SZE3 _ UDU~a _ AN _ ADAB _ N38 _ N01 _ DUG~b",41
"P002551","2(N36) _ 2(N46)# _ UR5~a# _ 7(N19) _ 2(N04) _ 1(N41)","N36 N36 _ N46 N46 _ UR5~a _ N19 N19 N19 N19 N19 N19 N19 _ N04 N04 _ N41",20
"P002552","GAR _ KU6~a _ SAG _ 1(N29~a) _ 2(N20) _ SAG _ UNUG~a _ GAR _ NAGA~a _ EN~a _ 1(N28) _ 1(N20) _ GAR _ 1(N28) _ KU6~a _ 2(N20) _ GAR _ TUR3~a _ 1(N29~b) _ 1(N20) _ 1(N28) _ |USZ~bxTAR~c| _ SAG _ 1(N58) _ MUSZ3~a _ 1(N20) _ KASZ~a _ SAG _ 1(N58) _ MUSZ3~a _ 4(N05) _ 4(N42~a) _ KA2~a _ 3(N05) _ AN _ E2~a _ 3(N20) _ 2(N05) _ 2(N42~a) _ |DUG~axU2~b| _ ZATU780 _ 2(N20) _ 3(N01) _ 1(N42~a) _ GAR _ ZATU629 _ 2(N05) _ 4(N42~a) _ ZATU762~a _ KASZ~a _ SUG _ 4(N42~a) _ 1(N25) _ TE _ ERIN _ 4(N05) _ 1(N47) _ 7(N20)# _ 3(N05)","GAR _ KU6~a _ SAG _ N29~a _ N20 N20 _ SAG _ UNUG~a _ GAR _ NAGA~a _ EN~a _ N28 _ N20 _ GAR _ N28 _ KU6~a _ N20 N20 _ GAR _ TUR3~a _ N29~b _ N20 _ N28 _ |USZ~bxTAR~c| _ SAG _ N58 _ MUSZ3~a _ N20 _ KASZ~a _ SAG _ N58 _ MUSZ3~a _ N05 N05 N05 N05 _ N42~a N42~a N42~a N42~a _ KA2~a _ N05 N05 N05 _ AN _ E2~a _ N20 N20 N20 _ N05 N05 _ N42~a N42~a _ |DUG~axU2~b| _ ZATU780 _ N20 N20 _ N01 N01 N01 _ N42~a _ GAR _ ZATU629 _ N05 N05 _ N42~a N42~a N42~a N42~a _ ZATU762~a _ KASZ~a _ SUG _ N42~a N42~a N42~a N42~a _ N25 _ TE _ ERIN _ N05 N05 N05 N05 _ N47 _ N20 N20 N20 N20 N20 N20 N20 _ N05 N05 N05",152
"P002513","GAL~a# _ ZATU752 _ EZEN~b","GAL~a _ ZATU752 _ EZEN~b",5
"P002555","EN~a _ KU6~a _ KU6~a#","EN~a _ KU6~a _ KU6~a",5
"P002516","3(N01)# _ SU~a# _ 6(N01)# _ NAGA~a _ 5(N01)","N01 N01 N01 _ SU~a _ N01 N01 N01 N01 N01 N01 _ NAGA~a _ N01 N01 N01 N01 N01",20
"P002558","2(N01) _ LAGAB~a","N01 N01 _ LAGAB~a",4
"P002519","|SZU2.EN~a|# _ 1(N01)# _ SAL _ KU3~a _ PAP~a _ 1(N01)# _ EN~a# _ AMAR _ SZITA~a1","|SZU2.EN~a| _ N01 _ SAL _ KU3~a _ PAP~a _ N01 _ EN~a _ AMAR _ SZITA~a1",17
"P002523","TUM~a@g# _ SAG#","TUM~a@g _ SAG",3
"P002578","2(N01) _ DIN _ 1(N14) _ GIR3~c _ DIN _ 6(N01) _ DIN@t _ BA _ KI","N01 N01 _ DIN _ N14 _ GIR3~c _ DIN _ N01 N01 N01 N01 N01 N01 _ DIN@t _ BA _ KI",23
"P002592","9(N01) _ MASZ _ KUSZU2~b _ ZATU674","N01 N01 N01 N01 N01 N01 N01 N01 N01 _ MASZ _ KUSZU2~b _ ZATU674",15
"P002593","1(N01)# _ |NINDA2x1(N01)| _ 1(N39~a) _ 1(N01) _ 1(N24) _ IDIGNA _ AN _ GA2~a1","N01 _ |NINDA2x1(N01)| _ N39~a _ N01 _ N24 _ IDIGNA _ AN _ GA2~a1",15
"P002596","NAM2# _ NAM2 _ KAB _ 4(N01)#","NAM2 _ NAM2 _ KAB _ N01 N01 N01 N01",10
"P002599","3(N01) _ BA _ 4(N01) _ NIM~a _ 1(N01) _ GI _ SAG _ EN~a _ DA~a _ 8(N01)","N01 N01 N01 _ BA _ N01 N01 N01 N01 _ NIM~a _ N01 _ GI _ SAG _ EN~a _ DA~a _ N01 N01 N01 N01 N01 N01 N01 N01",31
"P002603","2(N01) _ BA _ 1(N14)# _ NIM~b2 _ 1(N01)# _ 2(N01) _ NESAG2~a _ 1(N14) _ 6(N01)#","N01 N01 _ BA _ N14 _ NIM~b2 _ N01 _ N01 N01 _ NESAG2~a _ N14 _ N01 N01 N01 N01 N01 N01",24
"P002606","|NINDA2x1(N01)| _ 2(N01) _ 1(N39~a) _ 2(N01) _ 1(N24) _ 2(N01) _ 1(N26) _ 5(N01) _ DU6~b _ 1(N01) _ SIG2~a4 _ 2(N01) _ 2(N58) _ 2(N01) _ 1(N14) _ ZATU681# _ NIR~b _ EN~a _ ME~a _ SZU _ 1(N39~a) _ HI@g~a _ 2(N01) _ 2(N39~a) _ 1(N28) _ 1(N29~a)# _ SZE~a _ 2(N01) _ 3(N39~a) _ 1(N28) _ 1(N29~a) _ HI@g~a _ SZE~a","|NINDA2x1(N01)| _ N01 N01 _ N39~a _ N01 N01 _ N24 _ N01 N01 _ N26 _ N01 N01 N01 N01 N01 _ DU6~b _ N01 _ SIG2~a4 _ N01 N01 _ N58 N58 _ N01 N01 _ N14 _ ZATU681 _ NIR~b _ EN~a _ ME~a _ SZU _ N39~a _ HI@g~a _ N01 N01 _ N39~a N39~a _ N28 _ N29~a _ SZE~a _ N01 N01 _ N39~a N39~a N39~a _ N28 _ N29~a _ HI@g~a _ SZE~a",80
"P002618","2(N45) _ 6(N14) _ SZE~a _ |NINDA2xX|#","N45 N45 _ N14 N14 N14 N14 N14 N14 _ SZE~a _ |NINDA2xX|",13
"P003161","1(N14) _ 2(N01) _ LAM~b _ 4(N01) _ AB~a _ 2(N01) _ U4 _ 1(N14) _ 1(N01) _ DUB~a _ 2(N14) _ 7(N01) _ GURUSZDA _ GAL~a","N14 _ N01 N01 _ LAM~b _ N01 N01 N01 N01 _ AB~a _ N01 N01 _ U4 _ N14 _ N01 _ DUB~a _ N14 N14 _ N01 N01 N01 N01 N01 N01 N01 _ GURUSZDA _ GAL~a",39
"P003163","1(N14) _ 1(N01) _ ZATU659 _ 1(N14) _ 2(N14) _ 3(N01) _ 6(N01) _ 4(N14) _ 5(N14) _ GAR _ 1(N01) _ 1(N14) _ DUG~a","N14 _ N01 _ ZATU659 _ N14 _ N14 N14 _ N01 N01 N01 _ N01 N01 N01 N01 N01 N01 _ N14 N14 N14 N14 _ N14 N14 N14 N14 N14 _ GAR _ N01 _ N14 _ DUG~a",40
"P003168","1(N48) _ UDU~a _ 5(N01) _ 1(N01)","N48 _ UDU~a _ N01 N01 N01 N01 N01 _ N01",11
"P003171","2(N01) _ UDU~a _ DUB~b# _ APIN~a#","N01 N01 _ UDU~a _ DUB~b _ APIN~a",8
"P003172","2(N01) _ UDU~a _ AMA~a#","N01 N01 _ UDU~a _ AMA~a",6
"P003137","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 8(N01) _ AN _ MUSZ3~a _ 6(N01)","N01 _ N01 _ N01 _ N01 _ N01 N01 N01 N01 N01 N01 N01 N01 _ AN _ MUSZ3~a _ N01 N01 N01 N01 N01 N01",27
"P003140","2(N02) _ U4 _ GA'AR~b2 _ 1(N01) _ NE~a _ DUG~c","N02 N02 _ U4 _ GA'AR~b2 _ N01 _ NE~a _ DUG~c",12
"P003185","2(N01)#","N01 N01",2
"P003142","8(N01) _ TUR","N01 N01 N01 N01 N01 N01 N01 N01 _ TUR",10
"P003143","1(N14) _ EZEN~a _ ME~a _ EN~b","N14 _ EZEN~a _ ME~a _ EN~b",7
"P003145","1(N14)# _ 1(N01)# _ 2(N14)# _ 2(N01)# _ SAL _ ZATU694~d","N14 _ N01 _ N14 N14 _ N01 N01 _ SAL _ ZATU694~d",13
"P003146","2(N01)#","N01 N01",2
"P003192","NUN~c# _ EN~a# _ EN~a# _ NUN~a#","NUN~c _ EN~a _ EN~a _ NUN~a",7
"P003194","4(N01) _ 4(N01)#","N01 N01 N01 N01 _ N01 N01 N01 N01",9
"P003195","8(N01) _ SZU2 _ 1(N01) _ NU@g _ 3(N01) _ ME~a _ 2(N01) _ ZATU753 _ 4(N14) _ 3(N01) _ 3(N01) _ 8(N01) _ |DUG~bxX| _ 6(N01)","N01 N01 N01 N01 N01 N01 N01 N01 _ SZU2 _ N01 _ NU@g _ N01 N01 N01 _ ME~a _ N01 N01 _ ZATU753 _ N14 N14 N14 N14 _ N01 N01 N01 _ N01 N01 N01 _ N01 N01 N01 N01 N01 N01 N01 N01 _ |DUG~bxX| _ N01 N01 N01 N01 N01 N01",56
"P003151","1(N01) _ SIG2~b _ EN~a _ 1(N01) _ EN~a _ 4(N01)# _ 1(N14)#","N01 _ SIG2~b _ EN~a _ N01 _ EN~a _ N01 N01 N01 N01 _ N14",16
"P003152","5(N01) _ TUG2~a _ 1(N34) _ 1(N14) _ 5(N01)#","N01 N01 N01 N01 N01 _ TUG2~a _ N34 _ N14 _ N01 N01 N01 N01 N01",17
"P003198","MUSZ3~a _ KUR@g~a _ NAGA~b","MUSZ3~a _ KUR@g~a _ NAGA~b",5
"P003199","5(N34) _ 5(N34) _ 1(N48)#","N34 N34 N34 N34 N34 _ N34 N34 N34 N34 N34 _ N48",13
"P003202","4(N14) _ SZITA@g~a _ 3(N14) _ 4(N01) _ 3(N14) _ 1(N14) _ 4(N01) _ 4(N14) _ 2(N14)","N14 N14 N14 N14 _ SZITA@g~a _ N14 N14 N14 _ N01 N01 N01 N01 _ N14 N14 N14 _ N14 _ N01 N01 N01 N01 _ N14 N14 N14 N14 _ N14 N14",34
"P003435","1(N14)# _ 3(N01)#","N14 _ N01 N01 N01",5
"P003436","1(N34) _ 4(N14) _ 1(N57) _ 2(N34) _ 1(N57) _ 1(N34) _ 1(N14) _ 5(N01) _ 1(N58) _ 1(N34) _ 1(N58)","N34 _ N14 N14 N14 N14 _ N57 _ N34 N34 _ N57 _ N34 _ N14 _ N01 N01 N01 N01 N01 _ N58 _ N34 _ N58",29
"P003437","UMBIN~a# _ 1(N48)# _ 1(N34)# _ UMBIN~a","UMBIN~a _ N48 _ N34 _ UMBIN~a",7
"P003438","1(N25)# _ 3(N20)# _ 5(N05)# _ 2(N05) _ 2(N42~b) _ GESZTU~b# _ 1(N20)# _ 1(N05)# _ 2(N42~b)# _ SAG#","N25 _ N20 N20 N20 _ N05 N05 N05 N05 N05 _ N05 N05 _ N42~b N42~b _ GESZTU~b _ N20 _ N05 _ N42~b N42~b _ SAG",28
"P003442","1(N34) _ 2(N14) _ 4(N14) _ 1(N57)# _ 1(N14) _ 1(N58)# _ 1(N34) _ 3(N14) _ 1(N58) _ SUKKAL","N34 _ N14 N14 _ N14 N14 N14 N14 _ N57 _ N14 _ N58 _ N34 _ N14 N14 N14 _ N58 _ SUKKAL",25
"P003443","1(N51) _ NAGA~a _ ZATU752","N51 _ NAGA~a _ ZATU752",5
"P003445","TI _ EZEN~a","TI _ EZEN~a",3
"P003446","1(N34)# _ 1(N34)#","N34 _ N34",3
"P003447","2(N14)#","N14 N14",2
"P003448","1(N34) _ 4(N14)","N34 _ N14 N14 N14 N14",6
"P003451","2(N14)#","N14 N14",2
"P003454","3(N34) _ 1(N34)# _ 2(N14)# _ 1(N58) _ 1(N34) _ 1(N58)","N34 N34 N34 _ N34 _ N14 N14 _ N58 _ N34 _ N58",14
"P003455","1(N14) _ DUG~a _ 1(N14)","N14 _ DUG~a _ N14",5
"P003456","1(N51) _ SAL# _ EN~a# _ MU#","N51 _ SAL _ EN~a _ MU",7
"P003457","1(N34) _ 2(N14) _ 1(N57)# _ 5(N14)# _ 1(N14)# _ 1(N58)# _ 1(N14)# _ 1(N58) _ EN~a# _ PAP~a#","N34 _ N14 N14 _ N57 _ N14 N14 N14 N14 N14 _ N14 _ N58 _ N14 _ N58 _ EN~a _ PAP~a",24
"P003458","2(N01) _ UDU~a# _ ERIM~a","N01 N01 _ UDU~a _ ERIM~a",6
"P003463","1(N34)# _ 3(N14) _ U4 _ ZATU759 _ BA","N34 _ N14 N14 N14 _ U4 _ ZATU759 _ BA",11
"P003469","1(N51) _ GAR _ 1(N14)# _ GAL~a","N51 _ GAR _ N14 _ GAL~a",7
"P003484","1(N45) _ 3(N14) _ 2(N01)","N45 _ N14 N14 N14 _ N01 N01",8
"P003486","1(N01) _ U2~a _ 3(N01) _ 1(N01)","N01 _ U2~a _ N01 N01 N01 _ N01",9
"P003487","AN# _ A _ EN~a# _ KI _ AN","AN _ A _ EN~a _ KI _ AN",9
"P003488","|1(N57).SZUBUR| _ LAGAR~a _ NE~a _ 4(N34) _ 2(N01) _ AN _ MUSZ3~a _ 2(N14) _ 5(N01) _ SZIDIM _ 2(N14) _ 5(N01) _ KU6~a _ 1(N01) _ 1(N14) _ 3(N34) _ 3(N14) _ 1(N01) _ NE~a# _ 3(N14) _ 5(N01) _ AL _ ISZ~b _ SZIDIM","|1(N57).SZUBUR| _ LAGAR~a _ NE~a _ N34 N34 N34 N34 _ N01 N01 _ AN _ MUSZ3~a _ N14 N14 _ N01 N01 N01 N01 N01 _ SZIDIM _ N14 N14 _ N01 N01 N01 N01 N01 _ KU6~a _ N01 _ N14 _ N34 N34 N34 _ N14 N14 N14 _ N01 _ NE~a _ N14 N14 N14 _ N01 N01 N01 N01 N01 _ AL _ ISZ~b _ SZIDIM",71
"P003491","2(N01) _ SIG2~b# _ NIMGIR","N01 N01 _ SIG2~b _ NIMGIR",6
"P003675","5(N01)# _ GESZTU~b _ SAL _ 4(N01)# _ MU# _ 2(N01)# _ 2(N01) _ KASZ~b _ AN _ MUSZ3~a# _ 2(N01)","N01 N01 N01 N01 N01 _ GESZTU~b _ SAL _ N01 N01 N01 N01 _ MU _ N01 N01 _ N01 N01 _ KASZ~b _ AN _ MUSZ3~a _ N01 N01",31
"P003693","2(N34)# _ 3(N14)# _ GAR _ 2(N14)# _ 5(N01)# _ 2(N14)# _ 6(N01)# _ 1(N14) _ 9(N01) _ 2(N14) _ GAR _ LAGAR~a _ 1(N34) _ 3(N14) _ 6(N01) _ ZATU629 _ 1(N34) _ 1(N14) _ 7(N01)","N34 N34 _ N14 N14 N14 _ GAR _ N14 N14 _ N01 N01 N01 N01 N01 _ N14 N14 _ N01 N01 N01 N01 N01 N01 _ N14 _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ N14 N14 _ GAR _ LAGAR~a _ N34 _ N14 N14 N14 _ N01 N01 N01 N01 N01 N01 _ ZATU629 _ N34 _ N14 _ N01 N01 N01 N01 N01 N01 N01",73
"P003799","1(N34) _ GAR _ 1(N14) _ BALAG _ AN _ DU","N34 _ GAR _ N14 _ BALAG _ AN _ DU",11
"P003800","5(N01) _ 3(N01) _ 8(N01) _ MA _ 7(N01) _ 3(N01) _ 1(N01)# _ MA _ 1(N01)# _ 1(N48)# _ 4(N34) _ SZITA~b1 _ UDU~a","N01 N01 N01 N01 N01 _ N01 N01 N01 _ N01 N01 N01 N01 N01 N01 N01 N01 _ MA _ N01 N01 N01 N01 N01 N01 N01 _ N01 N01 N01 _ N01 _ MA _ N01 _ N48 _ N34 N34 N34 N34 _ SZITA~b1 _ UDU~a",49
"P003802","1(N20) _ TUR _ |SILA3~axGESZTU~c3| _ 1(N05) _ 1(N20) _ 2(N05) _ |SILA3~axGESZTU~c3| _ U4 _ SI _ 1(N05) _ KASZ~c _ 2(N05) _ GURUSZDA _ GAL~a _ 1(N14) _ 1(N02) _ ZATU752# _ |SILA3~axGESZTU~c3|# _ URI3~a _ 1(N01)# _ ZATU752# _ 5(N01) _ ZATU752# _ NAGA~a# _ HI _ NAGAR~a# _ 1(N14) _ 1(N14)","N20 _ TUR _ |SILA3~axGESZTU~c3| _ N05 _ N20 _ N05 N05 _ |SILA3~axGESZTU~c3| _ U4 _ SI _ N05 _ KASZ~c _ N05 N05 _ GURUSZDA _ GAL~a _ N14 _ N02 _ ZATU752 _ |SILA3~axGESZTU~c3| _ URI3~a _ N01 _ ZATU752 _ N01 N01 N01 N01 N01 _ ZATU752 _ NAGA~a _ HI _ NAGAR~a _ N14 _ N14",61
"P003701","1(N34)# _ 7(N01) _ TE _ KAB _ 5(N57)# _ SAG","N34 _ N01 N01 N01 N01 N01 N01 N01 _ TE _ KAB _ N57 N57 N57 N57 N57 _ SAG",21
"P003706","2(N01) _ NAM2 _ KAB _ 2(N01) _ GESZTU~a _ 1(N01) _ NUN~a _ SZU _ EN~a _ 1(N01) _ EN~a _ AMAR _ 1(N01) _ |NUN~a+EN~a| _ 1(N01) _ AN _ |SZU2.EN~a| _ 7(N01) _ SI _ KAB#","N01 N01 _ NAM2 _ KAB _ N01 N01 _ GESZTU~a _ N01 _ NUN~a _ SZU _ EN~a _ N01 _ EN~a _ AMAR _ N01 _ |NUN~a+EN~a| _ N01 _ AN _ |SZU2.EN~a| _ N01 N01 N01 N01 N01 N01 N01 _ SI _ KAB",47
"P003707","1(N01) _ 2(N01) _ ERIM~a _ 2(N01) _ 2(N01) _ SANGA~a _ DI _ MUSZ3~a# _ 2(N01) _ BAN~a _ 2(N01)","N01 _ N01 N01 _ ERIM~a _ N01 N01 _ N01 N01 _ SANGA~a _ DI _ MUSZ3~a _ N01 N01 _ BAN~a _ N01 N01",26
"P003847","AMAR# _ 1(N34)# _ 1(N14)# _ 1(N01)# _ 1(N14)# _ 1(N34)# _ 3(N01)# _ SANGA~a# _ GAR","AMAR _ N34 _ N14 _ N01 _ N14 _ N34 _ N01 N01 N01 _ SANGA~a _ GAR",19
"P003851","1(N01) _ SANGA~a _ 2(N01) _ 1(N01) _ GA~a _ 1(N01) _ 1(N01) _ PAP~b _ 2(N01) _ 2(N58) _ 1(N01) _ 1(N57) _ 2(N01) _ 2(N01) _ 1(N01) _ 6(N01)","N01 _ SANGA~a _ N01 N01 _ N01 _ GA~a _ N01 _ N01 _ PAP~b _ N01 N01 _ N58 N58 _ N01 _ N57 _ N01 N01 _ N01 N01 _ N01 _ N01 N01 N01 N01 N01 N01",41
"P003852","SILA3~a _ 1(N14)# _ 7(N01) _ |SILA3~axX| _ 2(N14) _ |SILA3~axX| _ 1(N14) _ 2(N01) _ 1(N14) _ 1(N34) _ 1(N14) _ |SILA3~axX|# _ 2(N14) _ DIN _ 3(N01) _ 2(N01)","SILA3~a _ N14 _ N01 N01 N01 N01 N01 N01 N01 _ |SILA3~axX| _ N14 N14 _ |SILA3~axX| _ N14 _ N01 N01 _ N14 _ N34 _ N14 _ |SILA3~axX| _ N14 N14 _ DIN _ N01 N01 N01 _ N01 N01",43
"P003854","4(N01) _ GAR","N01 N01 N01 N01 _ GAR",6
"P003856","3(N34)# _ ZATU720#","N34 N34 N34 _ ZATU720",5
"P003857","1(N01)# _ 1(N39~a) _ 2(N01) _ |MAH~axMASZ|#","N01 _ N39~a _ N01 N01 _ |MAH~axMASZ|",8
"P003868","1(N01) _ GA~a# _ AN _ EN~a#","N01 _ GA~a _ AN _ EN~a",7
