id,corpus_id,filename,language_name_wals,language_name_glotto,iso639_3,year_composed,year_published,mode,genre_broad,genre_narrow,writing_system,special_characters,short_description,source,copyright_short,copyright_long,sample_type,comments
11548,58,ind_nfi_253.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11549,58,ind_nfi_254.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11550,58,ind_nfi_255.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11551,58,ind_nfi_256.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11552,58,ind_nfi_257.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11553,58,ind_nfi_258.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11554,58,ind_nfi_259.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11555,58,ind_nfi_26.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11556,58,ind_nfi_260.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11557,58,ind_nfi_261.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11558,58,ind_nfi_262.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11559,58,ind_nfi_263.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11560,58,ind_nfi_264.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11561,58,ind_nfi_265.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11562,58,ind_nfi_266.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11563,58,ind_nfi_267.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11564,58,ind_nfi_268.txt,Indonesian,Indonesian,ind,"NA","NA",written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11565,58,ind_nfi_269.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11566,58,ind_nfi_27.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11567,58,ind_nfi_270.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11568,58,ind_nfi_271.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11569,58,ind_nfi_272.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11570,58,ind_nfi_273.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11571,58,ind_nfi_274.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11572,58,ind_nfi_275.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11573,58,ind_nfi_276.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11574,58,ind_nfi_277.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11575,58,ind_nfi_278.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11576,58,ind_nfi_279.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11577,58,ind_nfi_28.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11578,58,ind_nfi_280.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11579,58,ind_nfi_281.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11580,58,ind_nfi_282.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11581,58,ind_nfi_283.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11582,58,ind_nfi_284.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11583,58,ind_nfi_285.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11584,58,ind_nfi_286.txt,Indonesian,Indonesian,ind,"NA","NA",written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
11585,58,ind_nfi_287.txt,Indonesian,Indonesian,ind,"NA",2017,written,non-fiction,prepared_speeches,Latn,"NA",OpenSubtitles2018,https://object.pouta.csc.fi/OPUS-OpenSubtitles/v2018/raw/id.zip,http://www.opensubtitles.org/,"http://www.opensubtitles.org/ P. Lison and J. Tiedemann, 2016, OpenSubtitles2016: Extracting Large Parallel Corpora from Movie and TV Subtitles. In Proceedings of the 10th International Conference on Language Resources and Evaluation (LREC 2016)",whole,"NA"
