"object_id","ensemble_id","archaeological_unit","site_name","location","layer","dating_method","date_bp_min","min_lab_number","date_bp_max","max_lab_number","excavation_year","material","object_type","length_mm","width_mm","depth_mm","preservation","sign_coding","coding_certainty","coding_clean","coding_random","num.char","huni.chars","hrate.chars","hrate.chars.random","ttr.chars","rm.chars"
"vhc0153","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","ivory","rod/bâton",60,10,10,"fragmented","|||| || || | _ |||||| | | | _ !||||||||","","|||| || || | _ |||||| | | | _ ||||||||","|||||||| _ |||||| | | | _ |||| || || |",34,0.978015556662241,1.01743230343327,1.16924139368364,0.0882352941176471,"0.515151515151515"
"vhc0154","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","ivory","figurine zoomorph",65,26,11,"fragmented","≠ _ |||||","","≠ _ |||||","≠ _ |||||",7,1.14883485428092,0.946324308612304,0.946324308612304,0.428571428571429,"0.666666666666667"
"vhc0155","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","ivory","figurine zoomorph",64,26,17,"fragmented","°!°°°°°°°°°°! _ °°°°°°°° _ !°°°°°°°°°°°! _ °°°°°°°°°°°°°° _ vvvXXX! _ !vvvvvv! _ !vvvvv! _ [CCCC] _ [CCCC] _ [CCCC] _ |||! _ ||| _ vvvv _ ||| _ vvvv _ |||| _ ||| _ ||| _ vvv _ ¥ _ || _ °!","","°°°°°°°°°°° _ °°°°°°°° _ °°°°°°°°°°° _ °°°°°°°°°°°°°° _ vvvXXX _ vvvvvv _ vvvvv _ ||| _ ||| _ vvvv _ ||| _ vvvv _ |||| _ ||| _ ||| _ vvv _ ¥ _ || _ °","vvvvvv _ |||| _ °°°°°°°°°°° _ vvvv _ ¥ _ °°°°°°°°°°° _ °°°°°°°° _ || _ ||| _ ||| _ ° _ °°°°°°°°°°°°°° _ vvvv _ vvvvv _ vvvXXX _ vvv _ ||| _ ||| _ |||",113,2.08317013510826,1.28271616108919,1.25115517272486,0.0530973451327434,"0.669642857142857"
"vhc0156","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","ivory","figurine anthropomorph",69,19,10,"fragmented","°°°° °°° _ °°°°°°°° _ v°°°°°°°°° _ Vv _","","°°°° °°° _ °°°°°°°° _ v°°°°°°°°° _ Vv","°°°°°°°° _ °°°° °°° _ Vv _ v°°°°°°°°°",31,1.1866483258878,1.30991527907934,1.42568479816506,0.161290322580645,"0.666666666666667"
"vhc0157","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","ivory","figurine zoomorph",70,54,23,"fragmented","!||| _ X X _ |||! _ //// _ ||||| _ vvv _ vv _ || _ ||||| _ || _ vvv||||! _ ^^^^ _ X!","","||| _ X X _ ||| _ //// _ ||||| _ vvv _ vv _ || _ ||||| _ || _ vvv|||| _ ^^^^ _ X","^^^^ _ vvv|||| _ vv _ ||||| _ //// _ ||| _ || _ ||| _ X X _ || _ vvv _ X _ |||||",56,2.27497032334108,1.63549437367102,1.64140784588821,0.125,"0.509090909090909"
"vhc0158","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","ivory","figurine zoomorph",87,34,11,"fragmented","⊞ _ [°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°!] _V V _ V _ vv","","⊞ _  _V V _ V _ vv","vv _ V _ ⊞ _  _V V",12,2.18872187554087,1.46438065754891,1.5395307736821,0.416666666666667,"0.0909090909090909"
"vhc0159","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","ivory","figurine zoomorph",72,53,14,"fragmented","vvvv⚹vvvvvvvv _ ||||| _ ¤¤¤¤¤¤¤¤¤ _ [°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°!]","","vvvv⚹vvvvvvvv _ ||||| _ ¤¤¤¤¤¤¤¤¤","||||| _ ¤¤¤¤¤¤¤¤¤ _ vvvv⚹vvvvvvvv",29,1.92148046078028,1.52944604380411,1.48745662346073,0.172413793103448,"0.785714285714286"
"vhc0160","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","antler","antler object",69,36,29,"almost complete","| |||| _ | _ vv v _ |||| _ | ||","","| |||| _ | _ vv v _ |||| _ | ||","| _ vv v _ |||| _ | |||| _ | ||",23,1.67071450648479,1.32287765156816,1.19178516065055,0.173913043478261,"0.363636363636364"
"vhc0161","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","ivory","bâton percé",237,41,13,"almost complete","vvv vvv","","vvv vvv","vvv vvv",7,0.591672778582327,0.876899271716896,0.876899271716896,0.285714285714286,"0.666666666666667"
"vhc0162","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","bone","spatula/lissoir",210,14,8,"complete","(XXXXXXXXXX) _ >>>> <<< >>>> <<<< >> _ > <<<<< >>>> <<<<<< >>>>","",">>>> <<< >>>> <<<< >> _ > <<<<< >>>> <<<<<< >>>>",">>>> <<< >>>> <<<< >> _ > <<<<< >>>> <<<<<< >>>>",46,1.61553428689637,0.993341910235994,0.993341910235994,0.0869565217391304,"0.6"
"vhc0163","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","bone","spatula/lissoir",10,2,1,"fragmented","!⊞! _ !vvvvvvvvvvvvvvvvvv! _  !⊞!","","⊞ _ vvvvvvvvvvvvvvvvvv _  ⊞","⊞ _  ⊞ _ vvvvvvvvvvvvvvvvvv",23,1.08622934623259,1.04972927669942,0.921429777896977,0.173913043478261,"0.772727272727273"
"vhc0164","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","ivory","bâton percé",95,30,10,"fragmented","vvvvv! _ vvvvvv! _ [CCCC] _ &","","vvvvv _ vvvvvv _ &","vvvvvv _ & _ vvvvv",14,0.946372935985442,1.08910747161181,1.16185960977193,0.214285714285714,"0.692307692307692"
"vhc0165","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","bone","spatula/lissoir",75,12,7,"fragmented","!vvvv vvvvvv >>>>","","vvvv vvvvvv >>>>","vvvv vvvvvv >>>>",16,1.2987949406954,1.20282616278997,1.20282616278997,0.1875,"0.733333333333333"
"vhc0166","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","antler","antler object",73,44,24,"complete","vvvvvvv _ [&]","","vvvvvvv","vvvvvvv",7,0,0.624876355033059,0.624876355033059,0.142857142857143,"1"
"vhc0167","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","bone","spatula/lissoir",173,22,8,"fragmented","vvvvvvvvvvvvvvvvvv _ v!","","vvvvvvvvvvvvvvvvvv _ v","v _ vvvvvvvvvvvvvvvvvv",20,0.286396957115956,0.875870286742438,0.721696040283543,0.1,"0.894736842105263"
"vhc0168","","Aurignacien","Vogelherd",NA,"V","C14","35810±710 - 25900±260",NA,NA,NA,"1931","bone","spatula/lissoir",110,19,7,"fragmented",">>>>>> ! >>>>>","",">>>>>>  >>>>>",">>>>>>  >>>>>",13,0.619382194678764,1.00037728878019,1.00037728878019,0.153846153846154,"0.833333333333333"
"vhc0169","","Aurignacien","Vogelherd",NA,"IV","C14","32030±280 - 26160±150",NA,NA,NA,"1931","bone","spatula/lissoir",47,8,5,"fragmented","vvvvvvvvvv!","","vvvvvvvvvv","vvvvvvvvvv",10,0,0.645261023500736,0.645261023500736,0.1,"1"
"vhc0170","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",19,9,2,"fragmented","!XXXXXXXX! _ |","","XXXXXXXX _ |","| _ XXXXXXXX",10,0.921928094887362,1.15665851480804,0.903425585653321,0.3,"0.777777777777778"
"vhc0171","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","possible figurine",11,8,2,"fragmented","X!","","X","X",1,0,0,0,1,"NA"
"vhc0172","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2008","ivory","rod/bâton",11,10,3,"fragmented","≠!","","≠","≠",1,0,0,0,1,"NA"
"vhc0173","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2007","bone","undetermined",25,8,3,"fragmented","!vvvv v!","","vvvv v","vvvv v",6,0.650022421648354,0.94045502980361,0.94045502980361,0.333333333333333,"0.6"
"vhc0174","","Aurignacien","Vogelherd",NA,"HL/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2006","ivory","undetermined",12,6,3,"fragmented","≠!","","≠","≠",1,0,0,0,1,"NA"
"vhc0175","","Aurignacien","Vogelherd",NA,"HU/KS","C14","35810±710 - 25900±260",NA,NA,NA,"2005","ivory","rod/bâton",18,5,3,"fragmented","vvv!","","vvv","vvv",3,0,0.430827083453526,0.430827083453526,0.333333333333333,"1"
