"tablet.id","signs.orig.vec","signs.expand.vec"
"P000533","IR~a _ E2~a _ ERIM2 _ PAP~a _ |GA2~bxDUB~a| _ NUN~a _ 1(N01) _ E2~a _ 1(N01) _ GISZIMMAR~a2 _ 1(N01) _ 1(N01) _ SIG7 _ NIMGIR _ 1(N01) _ BA _ U2~b _ NAGA~a _ MUSZEN _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ AB~a _ TE _ 1(N01) _ BAR _ 1(N57) _ AB~a _ 1(N01) _ DUR2 _ 1(N01) _ BAHAR2~b _ NUNUZ~a1 _ 1(N01)","IR~a _ E2~a _ ERIM2 _ PAP~a _ |GA2~bxDUB~a| _ NUN~a _ N01 _ E2~a _ N01 _ GISZIMMAR~a2 _ N01 _ N01 _ SIG7 _ NIMGIR _ N01 _ BA _ U2~b _ NAGA~a _ MUSZEN _ N01 _ N01 _ N01 _ N01 _ AB~a _ TE _ N01 _ BAR _ N57 _ AB~a _ N01 _ DUR2 _ N01 _ BAHAR2~b _ NUNUZ~a1 _ N01"
"P000534","NANSZE~b _ USZUR3~b1 _ 1(N01) _ 1(N01) _ U4 _ UR2 _ 1(N01) _ TIDNUM _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ |E2~bx1(N57)@t| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ DU6~a _ 1(N01) _ GI _ TAK4~a _ 1(N01) _ KI _ 1(N01) _ 1(N01) _ 1(N01) _ E2~a _ BAHAR2~b _ 1(N01) _ TILLA2","NANSZE~b _ USZUR3~b1 _ N01 _ N01 _ U4 _ UR2 _ N01 _ TIDNUM _ N01 _ N01 _ N01 _ N01 _ |E2~bx1(N57)@t| _ N01 _ N01 _ N01 _ N01 _ DU6~a _ N01 _ GI _ TAK4~a _ N01 _ KI _ N01 _ N01 _ N01 _ E2~a _ BAHAR2~b _ N01 _ TILLA2"
"P000538","1(N01) _ NAGAR~b _ TAK4~a _ AN _ 1(N01) _ NAGAR~b _ 1(N01) _ NAGAR~b _ 1(N01) _ NU _ AN _ 1(N01)","N01 _ NAGAR~b _ TAK4~a _ AN _ N01 _ NAGAR~b _ N01 _ NAGAR~b _ N01 _ NU _ AN _ N01"
"P000539","1(N01) _ 1(N01) _ KAK~a _ KAK~a _ 1(N01) _ 1(N01) _ KU~b2 _ 1(N01)","N01 _ N01 _ KAK~a _ KAK~a _ N01 _ N01 _ KU~b2 _ N01"
"P000540","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000542","GAL~a _ 1(N01) _ SIG2~b _ GA~a _ 1(N01)","GAL~a _ N01 _ SIG2~b _ GA~a _ N01"
"P000543","1(N01) _ 1(N01) _ AB2 _ 1(N01) _ AB2 _ 1(N01) _ AB2 _ 1(N01) _ 1(N01) _ SIG7 _ SIG2~a2 _ 1(N01) _ SIG7 _ SIG2~a2 _ GI6 _ 1(N01) _ SZAH2~a _ 1(N01) _ 3(N57)","N01 _ N01 _ AB2 _ N01 _ AB2 _ N01 _ AB2 _ N01 _ N01 _ SIG7 _ SIG2~a2 _ N01 _ SIG7 _ SIG2~a2 _ GI6 _ N01 _ SZAH2~a _ N01 _ N57 N57 N57"
"P000544","AN _ SZITA~b1 _ 1(N01) _ 1(N01)","AN _ SZITA~b1 _ N01 _ N01"
"P000545","1(N01) _ 1(N01)","N01 _ N01"
"P000546","1(N01) _ 1(N01) _ GIR2~a","N01 _ N01 _ GIR2~a"
"P000547","1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01"
"P000548","RU _ A _ 1(N01)","RU _ A _ N01"
"P000549","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ EN~a _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ EN~a _ N01 _ N01"
"P000550","1(N01) _ 1(N01) _ 1(N01) _ 1(N14) _ 1(N14) _ GARA2~a _ 1(N14) _ AB2 _ 1(N01) _ GU4 _ U8 _ 1(N01) _ 1(N45) _ 1(N45) _ KI _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N14 _ N14 _ GARA2~a _ N14 _ AB2 _ N01 _ GU4 _ U8 _ N01 _ N45 _ N45 _ KI _ N01 _ N01"
"P000551","1(N01) _ 1(N01) _ ISZ~b _ 1(N01) _ NAR _ 1(N01) _ 1(N01) _ 4(N01) _ 1(N14)","N01 _ N01 _ ISZ~b _ N01 _ NAR _ N01 _ N01 _ N01 N01 N01 N01 _ N14"
"P000552","3(N01) _ SU~a _ SAL","N01 N01 N01 _ SU~a _ SAL"
"P000553","1(N01) _ NAGA~a _ DU _ PAP~a","N01 _ NAGA~a _ DU _ PAP~a"
"P000554","1(N01) _ 1(N01) _ 1(N01) _ SUHUR _ 1(N01) _ APIN~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ NESAG2~a _ 1(N01) _ BARA3 _ 1(N01) _ DILMUN _ ZAG~a _ 1(N01) _ 1(N01) _ KUR~a","N01 _ N01 _ N01 _ SUHUR _ N01 _ APIN~a _ N01 _ N01 _ N01 _ N01 _ GAL~a _ N01 _ NESAG2~a _ N01 _ BARA3 _ N01 _ DILMUN _ ZAG~a _ N01 _ N01 _ KUR~a"
"P000555","1(N34)","N34"
"P000556","AN _ 1(N01)","AN _ N01"
"P000557","1(N01) _ 1(N01) _ 1(N01) _ MAR~a _ 1(N01)","N01 _ N01 _ N01 _ MAR~a _ N01"
"P000558","1(N01) _ NAGAR~b _ 1(N01) _ NAGAR~b _ AN _ AN","N01 _ NAGAR~b _ N01 _ NAGAR~b _ AN _ AN"
"P000560","SZA _ |ZATU737xSAL|","SZA _ |ZATU737xSAL|"
"P000561","1(N01) _ AMAR _ 1(N14) _ SUHUR _ KAR2~b","N01 _ AMAR _ N14 _ SUHUR _ KAR2~b"
"P000562","",""
"P000563","ISZ~a _ 1(N01)","ISZ~a _ N01"
"P000564","",""
"P000565","KU6~a _ DUR2 _ KID~a _ 1(N01)","KU6~a _ DUR2 _ KID~a _ N01"
"P000566","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000567","SZE3 _ UDU~a","SZE3 _ UDU~a"
"P000568","1(N01) _ SI _ MUSZEN _ 1(N01) _ GISZ3~b _ MUSZEN _ 1(N01)","N01 _ SI _ MUSZEN _ N01 _ GISZ3~b _ MUSZEN _ N01"
"P000569","SAL _ GAR","SAL _ GAR"
"P000570","NAGA~a _ E2~a","NAGA~a _ E2~a"
"P000571","1(N01) _ NAM2","N01 _ NAM2"
"P000572","1(N01) _ NAM2 _ NAM2 _ 1(N01) _ URU~a1 _ 1(N01) _ NAM2 _ SZITA~a1 _ 1(N34)","N01 _ NAM2 _ NAM2 _ N01 _ URU~a1 _ N01 _ NAM2 _ SZITA~a1 _ N34"
"P000573","1(N01) _ 1(N01) _ NI~b _ 1(N01) _ HI _ NI~b _ 1(N01) _ |NI~bx4(N57)| _ 1(N01) _ 1(N01)","N01 _ N01 _ NI~b _ N01 _ HI _ NI~b _ N01 _ |NI~bx4(N57)| _ N01 _ N01"
"P000575","ISZ~b _ 1(N01) _ TUR _ 1(N01) _ 1(N01)","ISZ~b _ N01 _ TUR _ N01 _ N01"
"P000576","SZITA~a1 _ ABGAL _ GAL~a _ GAL~a","SZITA~a1 _ ABGAL _ GAL~a _ GAL~a"
"P000577","1(N01) _ SZA _ MUSZEN _ 1(N01) _ ZI~a _ BA _ MUSZEN _ 1(N01) _ DU _ IR~a _ MUSZEN _ 1(N01) _ UR5~b _ 1(N01) _ NAGA~a _ U2~b _ MUSZEN _ 1(N01) _ NAGA~a _ U2~b _ MUSZEN","N01 _ SZA _ MUSZEN _ N01 _ ZI~a _ BA _ MUSZEN _ N01 _ DU _ IR~a _ MUSZEN _ N01 _ UR5~b _ N01 _ NAGA~a _ U2~b _ MUSZEN _ N01 _ NAGA~a _ U2~b _ MUSZEN"
"P000578","SZE~a@t _ A _ 1(N01) _ 1(N01)","SZE~a@t _ A _ N01 _ N01"
"P000579","GA~b _ NAR _ 1(N01) _ UB _ 1(N01) _ GAR _ 5(N01) _ 5(N01)","GA~b _ NAR _ N01 _ UB _ N01 _ GAR _ N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01"
"P000580","1(N01) _ 1(N01) _ 1(N01) _ GISZIMMAR~b1 _ ME~a","N01 _ N01 _ N01 _ GISZIMMAR~b1 _ ME~a"
"P000581","MES _ 1(N01)","MES _ N01"
"P000582","1(N01) _ GAL~a _ IM~a _ 1(N01) _ TUR _ IM~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ GAL~a _ IM~a _ N01 _ TUR _ IM~a _ N01 _ N01 _ N01 _ N01"
"P000583","1(N01) _ NI~b _ NI~b _ 1(N01) _ 1(N01) _ KASZ~b _ 1(N01)","N01 _ NI~b _ NI~b _ N01 _ N01 _ KASZ~b _ N01"
"P000584","1(N01) _ SZE3@t _ GA'AR~a1","N01 _ SZE3@t _ GA'AR~a1"
"P000585","MA _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GISZ _ 1(N01) _ 1(N01) _ |SILA3~axNAGA~a| _ 1(N01) _ 1(N01) _ SZE~a _ 1(N01) _ KUSZU2~b _ 1(N01) _ 1(N01) _ 1(N01)","MA _ N01 _ N01 _ N01 _ N01 _ GISZ _ N01 _ N01 _ |SILA3~axNAGA~a| _ N01 _ N01 _ SZE~a _ N01 _ KUSZU2~b _ N01 _ N01 _ N01"
"P000586","1(N01) _ 1(N01) _ E2~b _ 1(N01) _ 1(N01) _ PAP~a _ |SILA3~bxNI~b| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ AN _ NU11","N01 _ N01 _ E2~b _ N01 _ N01 _ PAP~a _ |SILA3~bxNI~b| _ N01 _ N01 _ N01 _ N01 _ AN _ NU11"
"P000587","SAG _ 1(N01) _ KU3~a _ 1(N01) _ SZEN~c","SAG _ N01 _ KU3~a _ N01 _ SZEN~c"
"P000588","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000589","DI _ NAM2 _ NAM2 _ 1(N01) _ NAM2 _ URU~a1 _ 1(N01) _ NAM2 _ ERIN _ 1(N01) _ GAL~a _ SZUBUR _ 1(N01) _ EN~a _ IB~a _ 1(N01) _ GAL~a _ SZITA~a1 _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ TE _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ GA~a _ 1(N01) _ SIG2~a1 _ GA~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ SILA4~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ UMUN2 _ SANGA~a _ 1(N01) _ UMUN2 _ KU3~a _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ SZA _ 1(N01) _ ERIN _ 1(N01) _ GURUSZ~a _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ UB _ SAG _ 1(N01) _ ZATU725 _ 1(N01)","DI _ NAM2 _ NAM2 _ N01 _ NAM2 _ URU~a1 _ N01 _ NAM2 _ ERIN _ N01 _ GAL~a _ SZUBUR _ N01 _ EN~a _ IB~a _ N01 _ GAL~a _ SZITA~a1 _ N01 _ N01 _ N01 _ GAL~a _ TE _ N01 _ N01 _ N01 _ GAL~a _ GA~a _ N01 _ SIG2~a1 _ GA~a _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ GAL~a _ SILA4~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ UMUN2 _ SANGA~a _ N01 _ UMUN2 _ KU3~a _ N01 _ GAL~a _ N01 _ N01 _ N01 _ SZA _ N01 _ ERIN _ N01 _ GURUSZ~a _ N01 _ GAL~a _ N01 _ N01 _ GAL~a _ N01 _ N01 _ N01 _ UB _ SAG _ N01 _ ZATU725 _ N01"
"P000590","1(N01) _ |(GISZx(DIN.DIN))~c| _ TUM~a _ GISZ _ KUR~c _ 1(N01) _ NUN~b _ A _ 1(N01) _ GESZTIN~a _ 1(N01) _ TAK4~a _ |GIR~b.GIR~b| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ AK~a","N01 _ |(GISZx(DIN.DIN))~c| _ TUM~a _ GISZ _ KUR~c _ N01 _ NUN~b _ A _ N01 _ GESZTIN~a _ N01 _ TAK4~a _ |GIR~b.GIR~b| _ N01 _ N01 _ N01 _ N01 _ AK~a"
"P000591","IR~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bx(SA~a.GI)| _ 1(N01) _ |DUG~bxNAGA~a| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bxTI| _ 1(N01) _ |DUG~bxMASZ| _ 1(N01) _ 1(N01)","IR~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ |DUG~bx(SA~a.GI)| _ N01 _ |DUG~bxNAGA~a| _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ |DUG~bxTI| _ N01 _ |DUG~bxMASZ| _ N01 _ N01"
"P000593","1(N01) _ GA2~a1 _ 1(N01)","N01 _ GA2~a1 _ N01"
"P000594","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000595","1(N01) _ |DUG~bxMASZ| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bxANSZE~b| _ 1(N01) _ |DUG~bxHI| _ 1(N01) _ |DUG~bxDIN| _ 1(N01) _ |DUG~bxDIN| _ 1(N01) _ |DUG~bxDIN| _ 1(N01) _ 1(N01) _ 1(N01) _ U2~a _ PU2 _ 1(N01) _ U2~a _ PU2 _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ |DUG~bxMASZ| _ N01 _ N01 _ N01 _ N01 _ N01 _ |DUG~bxANSZE~b| _ N01 _ |DUG~bxHI| _ N01 _ |DUG~bxDIN| _ N01 _ |DUG~bxDIN| _ N01 _ |DUG~bxDIN| _ N01 _ N01 _ N01 _ U2~a _ PU2 _ N01 _ U2~a _ PU2 _ N01 _ N01 _ N01 _ N01"
"P000597","AB~a _ ME~a _ 1(N01) _ GAL~a _ |1(N58).BAD~a| _ 1(N01) _ IB~a _ 1(N01) _ GAL~a _ SZITA~a1 _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ TUR3~a _ 1(N01) _ UMUN2 _ GAL~a _ 1(N01) _ 1(N01) _ UMUN2 _ SANGA~a _ 1(N01) _ GAL~a _ SANGA~a _ 1(N01) _ 1(N01) _ 1(N01)","AB~a _ ME~a _ N01 _ GAL~a _ |1(N58).BAD~a| _ N01 _ IB~a _ N01 _ GAL~a _ SZITA~a1 _ N01 _ N01 _ GAL~a _ N01 _ GAL~a _ TUR3~a _ N01 _ UMUN2 _ GAL~a _ N01 _ N01 _ UMUN2 _ SANGA~a _ N01 _ GAL~a _ SANGA~a _ N01 _ N01 _ N01"
"P000598","1(N01) _ 1(N01) _ |DUG~bxMASZ| _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ |DUG~bxMASZ| _ N01 _ N01 _ N01"
"P000599","1(N01) _ GAL~a _ UMUN2 _ 1(N01) _ ERIN _ UMUN2","N01 _ GAL~a _ UMUN2 _ N01 _ ERIN _ UMUN2"
"P000600","NI~b _ 1(N01) _ SU~a _ NI~b _ 1(N01) _ SU~a _ NI~b _ 1(N01) _ 1(N01) _ 1(N01) _ KASZ~b _ 1(N01)","NI~b _ N01 _ SU~a _ NI~b _ N01 _ SU~a _ NI~b _ N01 _ N01 _ N01 _ KASZ~b _ N01"
"P000601","KAB _ 1(N01) _ NAM2 _ DI _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ HI _ U4","KAB _ N01 _ NAM2 _ DI _ N01 _ N01 _ GAL~a _ N01 _ HI _ U4"
"P000602","TUG2~a _ 1(N01) _ BUR2 _ TUG2~a _ 1(N01) _ DARA4~a1 _ TUG2~a _ 1(N01) _ 1(N57) _ GISZ _ TUG2~a _ 1(N01) _ SU~a _ TUG2~a","TUG2~a _ N01 _ BUR2 _ TUG2~a _ N01 _ DARA4~a1 _ TUG2~a _ N01 _ N57 _ GISZ _ TUG2~a _ N01 _ SU~a _ TUG2~a"
"P000603","1(N06) _ 1(N01) _ GISZ _ 1(N01) _ 1(N01) _ GISZ _ DA~a","N06 _ N01 _ GISZ _ N01 _ N01 _ GISZ _ DA~a"
"P000604","1(N01) _ 1(N01) _ ERIN _ 1(N01) _ GAL~a _ 1(N01) _ NAM2 _ 1(N01) _ 1(N01) _ GAL~a _ TE _ 1(N01) _ GAL~a _ SUKKAL _ 1(N01) _ GADA~a _ SUKKAL _ 1(N01) _ GA~a _ KISAL~b1 _ 1(N01) _ GAL~a _ SZAKIR~a _ 1(N01) _ TUR3~a _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ HI _ DUG~b _ 1(N01) _ GAL~a _ DUG~b _ 1(N01) _ 1(N01) _ 1(N01) _ GAN~c _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ NIMGIR _ 1(N01) _ DUB~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ AB~a","N01 _ N01 _ ERIN _ N01 _ GAL~a _ N01 _ NAM2 _ N01 _ N01 _ GAL~a _ TE _ N01 _ GAL~a _ SUKKAL _ N01 _ GADA~a _ SUKKAL _ N01 _ GA~a _ KISAL~b1 _ N01 _ GAL~a _ SZAKIR~a _ N01 _ TUR3~a _ N01 _ N01 _ N01 _ GAL~a _ N01 _ N01 _ HI _ DUG~b _ N01 _ GAL~a _ DUG~b _ N01 _ N01 _ N01 _ GAN~c _ N01 _ GAL~a _ N01 _ N01 _ N01 _ NIMGIR _ N01 _ DUB~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ AB~a"
"P000605","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 2(N14) _ 2(N01) _ SZE3","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N14 N14 _ N01 N01 _ SZE3"
"P000606","DI _ NAM2 _ NAM2 _ URU~a1 _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ PA~a _ NAM2 _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ TE _ 1(N01) _ 1(N01) _ 1(N01) _ GA~a _ 1(N01) _ GAL~a _ KISAL~b1 _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ DUB~a","DI _ NAM2 _ NAM2 _ URU~a1 _ N01 _ N01 _ N01 _ N01 _ PA~a _ NAM2 _ N01 _ N01 _ N01 _ GAL~a _ N01 _ N01 _ N01 _ TE _ N01 _ N01 _ N01 _ GA~a _ N01 _ GAL~a _ KISAL~b1 _ N01 _ GAL~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ DUB~a"
"P000608","1(N01) _ 1(N01) _ GA2~a1 _ 1(N01) _ SUHUR _ GAL~a _ SAL _ A _ |DUG~bxTI| _ 1(N01) _ GU4 _ A _ 1(N01) _ AB2 _ A _ 1(N01) _ AMAR _ AB2 _ 1(N01) _ GA~b _ 1(N01) _ SU~a _ 1(N57) _ UDU~a _ 1(N01) _ SU~a _ 1(N57) _ 1(N01) _ SU~a _ 1(N01) _ SU~a _ 1(N57) _ 1(N01) _ SU~a _ 1(N57) _ 1(N01) _ |SILA3~axSZU| _ 1(N01) _ 1(N01) _ |SILA3~axZATU646| _ 1(N01) _ MASZ _ SZA3~a1 _ 1(N01) _ BU~a _ A","N01 _ N01 _ GA2~a1 _ N01 _ SUHUR _ GAL~a _ SAL _ A _ |DUG~bxTI| _ N01 _ GU4 _ A _ N01 _ AB2 _ A _ N01 _ AMAR _ AB2 _ N01 _ GA~b _ N01 _ SU~a _ N57 _ UDU~a _ N01 _ SU~a _ N57 _ N01 _ SU~a _ N01 _ SU~a _ N57 _ N01 _ SU~a _ N57 _ N01 _ |SILA3~axSZU| _ N01 _ N01 _ |SILA3~axZATU646| _ N01 _ MASZ _ SZA3~a1 _ N01 _ BU~a _ A"
"P000609","SUHUR _ 1(N01) _ HI _ SUHUR _ 1(N01) _ PAP~a _ SUKUD _ 1(N01) _ SUKUD _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N57) _ 1(N01) _ 1(N57) _ 1(N01) _ 1(N02) _ 1(N01) _ 1(N34) _ 1(N14)","SUHUR _ N01 _ HI _ SUHUR _ N01 _ PAP~a _ SUKUD _ N01 _ SUKUD _ N01 _ N01 _ N01 _ N01 _ N57 _ N01 _ N57 _ N01 _ N02 _ N01 _ N34 _ N14"
"P000610","1(N01) _ 1(N01) _ NA~a _ AN _ GI6 _ 1(N01) _ MAR~a _ BUR~a _ SZE~a _ 1(N01)","N01 _ N01 _ NA~a _ AN _ GI6 _ N01 _ MAR~a _ BUR~a _ SZE~a _ N01"
"P000611","1(N01) _ SI _ KAK~a _ 1(N01) _ TAG~b _ 1(N01) _ 1(N01)","N01 _ SI _ KAK~a _ N01 _ TAG~b _ N01 _ N01"
"P000614","1(N01) _ GISZ _ 1(N01) _ 1(N01) _ GISZ _ DUB~b _ 1(N01) _ GISZ _ A _ 1(N01) _ NUN~a _ KUR~a _ 1(N01) _ GISZ _ KUR@g~a _ 1(N01) _ 1(N01) _ DIN _ 1(N01) _ 1(N01) _ 1(N01) _ BU~a _ 1(N01) _ GISZ _ ERIM~a _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ GI6 _ 1(N01) _ 1(N01) _ 1(N01) _ GISZ _ SZE3 _ 1(N01) _ 1(N01) _ GAL~a _ SZA _ 1(N01) _ SZU _ SZA _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GISZ _ 1(N01) _ 5(N57) _ SANGA~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N34) _ GISZ","N01 _ GISZ _ N01 _ N01 _ GISZ _ DUB~b _ N01 _ GISZ _ A _ N01 _ NUN~a _ KUR~a _ N01 _ GISZ _ KUR@g~a _ N01 _ N01 _ DIN _ N01 _ N01 _ N01 _ BU~a _ N01 _ GISZ _ ERIM~a _ N01 _ GISZ _ N01 _ GISZ _ GI6 _ N01 _ N01 _ N01 _ GISZ _ SZE3 _ N01 _ N01 _ GAL~a _ SZA _ N01 _ SZU _ SZA _ N01 _ N01 _ N01 _ N01 _ GISZ _ N01 _ N57 N57 N57 N57 N57 _ SANGA~a _ N01 _ N01 _ N01 _ N34 _ GISZ"
"P000615","HI _ ZATU697~a _ E2~a","HI _ ZATU697~a _ E2~a"
"P000617","1(N01) _ NAMESZDA _ 1(N01) _ NAM2 _ KAB _ 1(N01) _ NAM2 _ 1(N01)","N01 _ NAMESZDA _ N01 _ NAM2 _ KAB _ N01 _ NAM2 _ N01"
"P000618","1(N01) _ AB2 _ HI _ KU6~a _ 1(N01)","N01 _ AB2 _ HI _ KU6~a _ N01"
"P000620","1(N01)","N01"
"P000621","UDU~a _ 1(N01) _ ZATU777 _ KU3~a _ 1(N01) _ ZATU777 _ 1(N01) _ DA~a _ KU3~a _ 1(N01) _ NE~a _ KU3~a _ 1(N01) _ NI~a _ KU3~a _ 1(N01) _ KU3~a _ 1(N01) _ NUNUZ~a1 _ 1(N01) _ |SAR~axSZE~a| _ NUNUZ~a1 _ 1(N01)","UDU~a _ N01 _ ZATU777 _ KU3~a _ N01 _ ZATU777 _ N01 _ DA~a _ KU3~a _ N01 _ NE~a _ KU3~a _ N01 _ NI~a _ KU3~a _ N01 _ KU3~a _ N01 _ NUNUZ~a1 _ N01 _ |SAR~axSZE~a| _ NUNUZ~a1 _ N01"
"P000622","1(N01) _ 1(N01) _ SUKKAL _ 1(N01) _ SUKKAL _ 1(N01) _ GA~a _ 1(N01) _ GA~a _ 1(N01) _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ DU _ DUG~b _ SIG2~a1","N01 _ N01 _ SUKKAL _ N01 _ SUKKAL _ N01 _ GA~a _ N01 _ GA~a _ N01 _ N01 _ GAL~a _ N01 _ GAL~a _ N01 _ N01 _ N01 _ N01 _ DU _ DUG~b _ SIG2~a1"
"P000623","1(N01) _ SZAH2~a _ KU6~a _ 1(N01)","N01 _ SZAH2~a _ KU6~a _ N01"
"P000624","1(N01) _ 1(N01) _ BALAG _ 1(N01) _ 1(N01) _ 1(N01) _ PAP~a","N01 _ N01 _ BALAG _ N01 _ N01 _ N01 _ PAP~a"
"P000625","1(N01) _ TAK4~a _ |GIR~b.GIR~b| _ 1(N01) _ TUM~a _ ANSZE~b _ 1(N01)","N01 _ TAK4~a _ |GIR~b.GIR~b| _ N01 _ TUM~a _ ANSZE~b _ N01"
"P000626","1(N01) _ 1(N01) _ GA~a _ 1(N01) _ 1(N01) _ 3(N57) _ ZATU751~b _ 1(N01) _ |SILA3~cxZATU687| _ 1(N01) _ PAP~a _ 1(N01) _ 1(N01)","N01 _ N01 _ GA~a _ N01 _ N01 _ N57 N57 N57 _ ZATU751~b _ N01 _ |SILA3~cxZATU687| _ N01 _ PAP~a _ N01 _ N01"
"P000627","1(N01) _ EN~a _ 1(N01)","N01 _ EN~a _ N01"
