"tablet.id","signs.orig.vec","signs.expand.vec"
"P000308","KI _ 1(N45) _ KI _ KI _ U2~b _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ AD~a _ 1(N01)","KI _ N45 _ KI _ KI _ U2~b _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ AD~a _ N01"
"P000309","1(N01) _ TUM~b _ ZATU647 _ 1(N01) _ GAL~a _ ZATU647 _ HI _ ZATU647 _ 1(N01)","N01 _ TUM~b _ ZATU647 _ N01 _ GAL~a _ ZATU647 _ HI _ ZATU647 _ N01"
"P000310","1(N01) _ 1(N01) _ 1(N01) _ HI _ 1(N01) _ GISZ _ 1(N01) _ BIR3~c _ APIN~a _ 1(N01)","N01 _ N01 _ N01 _ HI _ N01 _ GISZ _ N01 _ BIR3~c _ APIN~a _ N01"
"P000311","1(N01) _ NIMGIR _ 1(N01) _ U2~b _ NAGA~a _ MUSZEN _ ZATU647 _ BA _ IM~a","N01 _ NIMGIR _ N01 _ U2~b _ NAGA~a _ MUSZEN _ ZATU647 _ BA _ IM~a"
"P000312","1(N01) _ BALA~a _ MUSZEN _ RAD~a _ ISZ~b","N01 _ BALA~a _ MUSZEN _ RAD~a _ ISZ~b"
"P000313","SIG2~a3 _ 1(N01) _ 1(N01) _ 1(N01)","SIG2~a3 _ N01 _ N01 _ N01"
"P000314","1(N01) _ 1(N01) _ BA _ SAG _ 1(N01) _ SIG2~b _ 1(N01) _ KA~a _ 1(N01) _ SZENNUR~a _ 1(N01) _ |EZEN~axSU~a| _ 1(N01) _ GI _ UNUG~a _ 1(N01) _ SZAM2 _ KI _ 1(N01)","N01 _ N01 _ BA _ SAG _ N01 _ SIG2~b _ N01 _ KA~a _ N01 _ SZENNUR~a _ N01 _ |EZEN~axSU~a| _ N01 _ GI _ UNUG~a _ N01 _ SZAM2 _ KI _ N01"
"P000315","NA2~a _ 1(N01) _ BA _ 1(N01) _ 1(N01) _ HI _ BA _ SUM~b _ 1(N01) _ SI _ U4 _ KUR~a _ 1(N01) _ PAP~a _ APIN~a _ 1(N01) _ NU _ 1(N01) _ NU _ LUM _ 1(N01) _ EN~a _ 1(N01) _ 1(N01)","NA2~a _ N01 _ BA _ N01 _ N01 _ HI _ BA _ SUM~b _ N01 _ SI _ U4 _ KUR~a _ N01 _ PAP~a _ APIN~a _ N01 _ NU _ N01 _ NU _ LUM _ N01 _ EN~a _ N01 _ N01"
"P000316","1(N01) _ 1(N01) _ GAL~a _ SIPA _ 1(N01) _ GAL~a _ GURUSZDA","N01 _ N01 _ GAL~a _ SIPA _ N01 _ GAL~a _ GURUSZDA"
"P000317","1(N01) _ 1(N01) _ ZI~a _ GI _ 1(N01) _ |GI&GI| _ SZE3 _ 1(N01) _ APIN~a _ E2~b _ PIRIG~b1 _ 1(N01) _ 1(N01) _ 1(N01) _ TAR~a _ ZATU751~a _ 1(N01) _ 1(N01) _ ZATU751~a","N01 _ N01 _ ZI~a _ GI _ N01 _ |GI&GI| _ SZE3 _ N01 _ APIN~a _ E2~b _ PIRIG~b1 _ N01 _ N01 _ N01 _ TAR~a _ ZATU751~a _ N01 _ N01 _ ZATU751~a"
"P000318","1(N01) _ GAL~a _ 1(N01) _ UNUG~a _ 1(N01) _ KAK~a _ DUG~a _ NU11 _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ GAL~a _ N01 _ UNUG~a _ N01 _ KAK~a _ DUG~a _ NU11 _ N01 _ N01 _ N01"
"P000319","BA _ IM~a _ AD~a _ NI~a _ ASAR _ KU~a _ DU6~a","BA _ IM~a _ AD~a _ NI~a _ ASAR _ KU~a _ DU6~a"
"P000320","1(N01) _ 1(N01) _ 1(N01) _ |ZATU737xBUR~a| _ 1(N01) _ UR2 _ KU6~a _ RAD~a _ 1(N01) _ SZIM~a _ RAD~a _ 1(N01) _ AMA~b _ ME~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N34) _ |3(N57).PIRIG~b1| _ E2~a","N01 _ N01 _ N01 _ |ZATU737xBUR~a| _ N01 _ UR2 _ KU6~a _ RAD~a _ N01 _ SZIM~a _ RAD~a _ N01 _ AMA~b _ ME~a _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N34 _ |3(N57).PIRIG~b1| _ E2~a"
"P000321","1(N01) _ GAN2 _ GI4~a _ BU~a _ BAD3~a","N01 _ GAN2 _ GI4~a _ BU~a _ BAD3~a"
"P000322","1(N01) _ 1(N01) _ 1(N01) _ NAGA~a _ 1(N01) _ SZU","N01 _ N01 _ N01 _ NAGA~a _ N01 _ SZU"
"P000323","A _ 1(N01) _ 1(N01) _ 1(N01) _ KI","A _ N01 _ N01 _ N01 _ KI"
"P000324","GAL~a _ 1(N01) _ GAL~a _ 1(N01) _ 1(N01)","GAL~a _ N01 _ GAL~a _ N01 _ N01"
"P000325","AN _ A","AN _ A"
"P000326","1(N01) _ 1(N01) _ GIR3~c _ 1(N01) _ TI _ A _ 1(N01) _ A _ 1(N01) _ E2~a _ 1(N01) _ KI _ 1(N01) _ 1(N01) _ 1(N01) _ KA~a _ KAR _ 1(N01) _ NUN~a _ A _ 1(N01) _ DU _ KU~b2 _ KASKAL _ 1(N01) _ SZAH2~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ GIR3~c _ N01 _ TI _ A _ N01 _ A _ N01 _ E2~a _ N01 _ KI _ N01 _ N01 _ N01 _ KA~a _ KAR _ N01 _ NUN~a _ A _ N01 _ DU _ KU~b2 _ KASKAL _ N01 _ SZAH2~a _ N01 _ N01 _ N01 _ N01"
"P000327","AMA~a _ A _ MUSZ3~a _ AMA~a _ A _ 1(N01) _ MA _ UD5~a _ A _ 1(N01) _ ALIM _ A _ 1(N01) _ 1(N01) _ 1(N01) _ NAR _ DUR2 _ SZE3 _ 1(N01) _ RAD~a _ 1(N01) _ HAL _ ZATU751~a _ 1(N01)","AMA~a _ A _ MUSZ3~a _ AMA~a _ A _ N01 _ MA _ UD5~a _ A _ N01 _ ALIM _ A _ N01 _ N01 _ N01 _ NAR _ DUR2 _ SZE3 _ N01 _ RAD~a _ N01 _ HAL _ ZATU751~a _ N01"
"P000328","1(N01) _ 1(N01) _ LI _ ZI~a _ MUSZEN _ KU6~a","N01 _ N01 _ LI _ ZI~a _ MUSZEN _ KU6~a"
"P000329","URU~a1 _ ERIN _ GAL~a _ SZUBUR _ APIN~a _ 1(N01) _ 1(N01)","URU~a1 _ ERIN _ GAL~a _ SZUBUR _ APIN~a _ N01 _ N01"
"P000330","1(N01) _ GAL~a _ ZAG~a _ ZAG~a _ 1(N01) _ SANGA~a _ 1(N01) _ GAL~a _ 1(N01) _ USZUMGAL _ 1(N01) _ GAL~a _ 1(N01) _ KAB _ GI _ AB~b _ 1(N01) _ 1(N01)","N01 _ GAL~a _ ZAG~a _ ZAG~a _ N01 _ SANGA~a _ N01 _ GAL~a _ N01 _ USZUMGAL _ N01 _ GAL~a _ N01 _ KAB _ GI _ AB~b _ N01 _ N01"
"P000331","KU3~a _ AK~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","KU3~a _ AK~a _ N01 _ N01 _ N01 _ N01"
"P000332","ISZ~b _ 1(N01) _ 1(N01) _ MUSZ3~a _ 1(N01) _ BU~a","ISZ~b _ N01 _ N01 _ MUSZ3~a _ N01 _ BU~a"
"P000333","GAL~a _ GAL~a _ GUG2","GAL~a _ GAL~a _ GUG2"
"P000334","GAL~a _ UMUN2","GAL~a _ UMUN2"
"P000335","TE _ GAL~a _ GADA~a _ 1(N01)","TE _ GAL~a _ GADA~a _ N01"
"P000336","NAM2 _ ERIN _ GAL~a _ LA2","NAM2 _ ERIN _ GAL~a _ LA2"
"P000337","1(N01) _ NUN~a _ 1(N01) _ GAL~a","N01 _ NUN~a _ N01 _ GAL~a"
"P000338","|ZATU737xDI| _ 1(N01)","|ZATU737xDI| _ N01"
"P000339","1(N01) _ 1(N01)","N01 _ N01"
"P000340","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000341","1(N01) _ 1(N01)","N01 _ N01"
"P000342","1(N01) _ SANGA~a _ 1(N01) _ SANGA~a _ 1(N01)","N01 _ SANGA~a _ N01 _ SANGA~a _ N01"
"P000343","SANGA~a _ 1(N01) _ 1(N01) _ 1(N01)","SANGA~a _ N01 _ N01 _ N01"
"P000344","GAL~a _ 1(N01)","GAL~a _ N01"
"P000345","1(N01) _ 1(N01) _ 1(N01) _ DI","N01 _ N01 _ N01 _ DI"
"P000346","1(N01) _ 1(N01) _ SZU _ UKKIN~a _ 1(N01) _ GAL~a _ 1(N01) _ GAL~a _ 1(N01)","N01 _ N01 _ SZU _ UKKIN~a _ N01 _ GAL~a _ N01 _ GAL~a _ N01"
"P000347","1(N01) _ NUN~a _ ME~a _ 1(N01) _ NUN~a _ 1(N01)","N01 _ NUN~a _ ME~a _ N01 _ NUN~a _ N01"
"P000348","",""
"P000349","ME~a _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","ME~a _ N01 _ N01 _ N01 _ N01"
"P000350","SANGA~a _ SANGA~a","SANGA~a _ SANGA~a"
"P000351","1(N01) _ 1(N01)","N01 _ N01"
"P000352","1(N01) _ 1(N01)","N01 _ N01"
"P000353","1(N01) _ 1(N01) _ GAL~a _ 1(N01)","N01 _ N01 _ GAL~a _ N01"
"P000354","1(N01) _ 1(N01) _ GAL~a","N01 _ N01 _ GAL~a"
"P000355","1(N01) _ SZA _ 1(N01)","N01 _ SZA _ N01"
"P000356","1(N01) _ 1(N01) _ BU~a _ NUN~a","N01 _ N01 _ BU~a _ NUN~a"
"P000357","1(N01) _ 1(N01) _ ERIN _ 1(N01) _ GISZGAL","N01 _ N01 _ ERIN _ N01 _ GISZGAL"
"P000358","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000359","1(N01) _ GAL~a","N01 _ GAL~a"
"P000360","1(N01)","N01"
"P000361","1(N01) _ 1(N01) _ ISZ~b _ 1(N01)","N01 _ N01 _ ISZ~b _ N01"
"P000362","1(N01) _ 1(N01) _ UB _ SZA3~a1","N01 _ N01 _ UB _ SZA3~a1"
"P000363","1(N14) _ 1(N14) _ 1(N01)","N14 _ N14 _ N01"
"P000364","1(N14) _ 1(N14) _ 1(N14)","N14 _ N14 _ N14"
"P000365","1(N01) _ AMAR _ GARA2~a","N01 _ AMAR _ GARA2~a"
"P000366","GAZI _ HALUB","GAZI _ HALUB"
"P000367","NUN~a _ 5(N01) _ MUNU3","NUN~a _ N01 N01 N01 N01 N01 _ MUNU3"
"P000368","AB2 _ 1(N14) _ 1(N01)","AB2 _ N14 _ N01"
"P000369","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ SAL _ 1(N01) _ EN~a _ GAN2 _ 1(N01)","N01 _ N01 _ N01 _ N01 _ SAL _ N01 _ EN~a _ GAN2 _ N01"
"P000370","GAZI _ 1(N14) _ 1(N14)","GAZI _ N14 _ N14"
"P000371","1(N14) _ 3(N01)","N14 _ N01 N01 N01"
"P000372","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000373","1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ SZE3 _ 1(N01)","N01 _ N01 _ N01 _ N01 _ N01 _ SZE3 _ N01"
"P000374","",""
"P000375","1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ N01"
"P000376","1(N01) _ GISZ _ 1(N01) _ GISZ _ 1(N01) _ GISZ","N01 _ GISZ _ N01 _ GISZ _ N01 _ GISZ"
"P000377","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000378","1(N01) _ SUH3 _ 1(N01) _ GU _ KU6~a _ GU _ AN _ KU6~a _ 1(N01) _ 1(N01) _ AN _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N34) _ 1(N14)","N01 _ SUH3 _ N01 _ GU _ KU6~a _ GU _ AN _ KU6~a _ N01 _ N01 _ AN _ N01 _ N01 _ N01 _ N34 _ N14"
"P000379","AGAR2 _ ZATU786 _ AGAR2 _ 1(N01) _ 1(N01) _ ME~a _ 1(N01) _ NAGAR~a _ TAK4~a _ 1(N01) _ NAGAR~a _ AN _ TAK4~a _ 1(N01) _ NAGAR~a _ TAK4~a","AGAR2 _ ZATU786 _ AGAR2 _ N01 _ N01 _ ME~a _ N01 _ NAGAR~a _ TAK4~a _ N01 _ NAGAR~a _ AN _ TAK4~a _ N01 _ NAGAR~a _ TAK4~a"
"P000380","1(N01) _ 1(N01)","N01 _ N01"
"P000381","1(N01) _ GIR2~a _ AN _ 1(N01) _ GIR2~a _ AB2","N01 _ GIR2~a _ AN _ N01 _ GIR2~a _ AB2"
"P000382","AN _ 1(N01) _ 1(N01)","AN _ N01 _ N01"
"P000383","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000384","DUG~b _ 1(N01) _ DUG~c _ 1(N01)","DUG~b _ N01 _ DUG~c _ N01"
"P000385","1(N01)","N01"
"P000386","1(N01) _ |DUG~bxSI4~a| _ 1(N01) _ 1(N01)","N01 _ |DUG~bxSI4~a| _ N01 _ N01"
"P000387","|DUG~bxDIN| _ 1(N01)","|DUG~bxDIN| _ N01"
"P000388","1(N01) _ EN~a _ 1(N01)","N01 _ EN~a _ N01"
"P000389","",""
"P000390","1(N01) _ |AB~axZATU659| _ 1(N01)","N01 _ |AB~axZATU659| _ N01"
"P000391","1(N01) _ 1(N01) _ BA _ ZATU647 _ 1(N01) _ EN~a _ BA _ ZATU647 _ TUG2~a _ 1(N01) _ 1(N01)","N01 _ N01 _ BA _ ZATU647 _ N01 _ EN~a _ BA _ ZATU647 _ TUG2~a _ N01 _ N01"
"P000392","1(N01) _ 1(N01) _ BA _ ZATU647 _ TUG2~a _ 1(N01)","N01 _ N01 _ BA _ ZATU647 _ TUG2~a _ N01"
"P000393","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000394","1(N01) _ 1(N01) _ KU6~a _ A _ 1(N01)","N01 _ N01 _ KU6~a _ A _ N01"
"P000395","1(N01) _ 1(N01) _ ZATU786 _ AGAR2 _ 1(N01) _ AGAR2 _ DUB2","N01 _ N01 _ ZATU786 _ AGAR2 _ N01 _ AGAR2 _ DUB2"
"P000396","1(N01) _ SAG _ 1(N01) _ 1(N01) _ U4 _ AL _ GU4","N01 _ SAG _ N01 _ N01 _ U4 _ AL _ GU4"
"P000397","1(N14) _ 1(N01) _ MASZ2","N14 _ N01 _ MASZ2"
"P000398","1(N01)","N01"
"P000399","1(N01) _ |NU11&NU11| _ KU6~a","N01 _ |NU11&NU11| _ KU6~a"
"P000400","1(N01) _ AB2 _ 1(N01) _ AB2 _ 1(N01) _ 1(N01) _ GI _ 1(N01) _ GI _ BAR _ 1(N01) _ DARA4~a1","N01 _ AB2 _ N01 _ AB2 _ N01 _ N01 _ GI _ N01 _ GI _ BAR _ N01 _ DARA4~a1"
"P000401","1(N14) _ 1(N01) _ KAL~a _ 1(N01) _ 1(N14) _ 1(N14)","N14 _ N01 _ KAL~a _ N01 _ N14 _ N14"
"P000402","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000403","1(N01) _ GI6 _ 1(N01) _ SZU _ 1(N01)","N01 _ GI6 _ N01 _ SZU _ N01"
"P000404","1(N01) _ 1(N01) _ SIG7 _ 1(N01) _ SIG7 _ DU8~c@g _ GI6 _ 1(N01) _ SZAH2~a","N01 _ N01 _ SIG7 _ N01 _ SIG7 _ DU8~c@g _ GI6 _ N01 _ SZAH2~a"
"P000405","GU4 _ GU4 _ 1(N01) _ 1(N01) _ 3(N57) _ 1(N01)","GU4 _ GU4 _ N01 _ N01 _ N57 N57 N57 _ N01"
"P000406","AMAR _ AMAR","AMAR _ AMAR"
"P000407","GU4 _ AMAR","GU4 _ AMAR"
"P000408","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000409","1(N01@f) _ 1(N01@f) _ 1(N01@f) _ 1(N01@f)","N01@f _ N01@f _ N01@f _ N01@f"
"P000410","",""
"P000411","1(N34)","N34"
"P000412","1(N01)","N01"
"P000413","1(N01) _ PAP~a","N01 _ PAP~a"
"P000414","",""
"P000415","SZITA~a3 _ KI _ KI","SZITA~a3 _ KI _ KI"
"P000416","1(N02) _ 1(N01) _ 1(N01) _ AN _ KI _ LAGAB~b _ ME~a _ 1(N01) _ |DU8~cxUDU~a| _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01)","N02 _ N01 _ N01 _ AN _ KI _ LAGAB~b _ ME~a _ N01 _ |DU8~cxUDU~a| _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01"
"P000417","1(N01) _ 4(N01) _ AN _ AMA~a _ SAG _ MUSZEN _ SAR~a _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 N01 N01 N01 _ AN _ AMA~a _ SAG _ MUSZEN _ SAR~a _ N01 _ N01 _ N01"
"P000418","1(N01) _ 1(N01) _ 1(N01) _ EN~a","N01 _ N01 _ N01 _ EN~a"
"P000419","1(N01) _ 1(N01) _ DU _ 1(N01)","N01 _ N01 _ DU _ N01"
"P000420","KI _ 1(N01) _ 1(N01) _ 1(N01) _ SI _ 1(N01) _ 1(N01) _ 1(N01)","KI _ N01 _ N01 _ N01 _ SI _ N01 _ N01 _ N01"
"P000421","HI","HI"
"P000422","BARA3 _ 1(N01) _ 1(N01) _ 1(N01)","BARA3 _ N01 _ N01 _ N01"
"P000423","1(N01)","N01"
"P000424","1(N01) _ 1(N01) _ 1(N01)","N01 _ N01 _ N01"
"P000425","ME~a _ 1(N01)","ME~a _ N01"
"P000426","1(N01) _ 1(N01)","N01 _ N01"
"P000427","IM~a _ IM~a","IM~a _ IM~a"
"P000428","",""
"P000429","1(N01)","N01"
"P000430","1(N01) _ KI _ SAG _ 1(N01) _ U4 _ DU _ HAL _ ABGAL _ 5(N01) _ MUNU3","N01 _ KI _ SAG _ N01 _ U4 _ DU _ HAL _ ABGAL _ N01 N01 N01 N01 N01 _ MUNU3"
"P000431","1(N01) _ GISZ _ NAM2 _ 1(N01) _ GISZ _ NU11 _ 1(N01) _ GISZ _ KIN2~c _ 1(N01) _ GI6 _ GISZ _ KIN2~c _ 1(N01) _ |SZE~a.KIN2~c| _ GISZ _ 1(N01) _ DUB~b _ GISZ _ A _ 1(N01) _ SI _ GISZ _ 1(N01) _ GESZTIN~a _ GISZ _ 1(N01) _ GESZTIN~a _ GISZ _ 1(N01) _ MUSZEN _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ LAM~a _ 1(N01) _ GISZ _ KUR@g~a _ 1(N01) _ 1(N01) _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ DIN _ 1(N01) _ GISZ _ 1(N01) _ HASZHUR _ GISZ _ 1(N01) _ |(GISZx(DIN.DIN))~a| _ GISZ _ 1(N01) _ BU~a _ GISZ _ GI _ 1(N01) _ BU~a _ ZATU633~a _ GISZ _ GI _ 1(N01) _ BU~a _ MES _ GISZ _ GI _ 1(N01) _ 1(N01) _ GISZ _ 1(N01) _ MES _ GISZ _ 1(N01) _ GISZ _ A _ 1(N01) _ SZU _ SU~a _ GISZ _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ LUM _ 1(N01) _ GISZ _ KISZIK~a _ U2~b _ GAL~a _ GISZ _ 1(N01) _ SZA _ SZU _ GISZ _ 1(N01) _ 1(N01) _ GISZ _ 1(N01) _ U4 _ 1(N01) _ 1(N01) _ IN~b _ HI _ GISZ _ 1(N01) _ 1(N01) _ BA _ SZE3 _ U2~b _ 1(N01) _ MASZ _ GISZ _ 1(N01) _ GUL _ BU~a _ GISZ _ 1(N01) _ GISZIMMAR~a2 _ 1(N01) _ GESZTU~a _ GISZ _ 1(N01) _ 1(N01) _ GISZ _ 1(N01) _ GISZ _ 1(N01) _ 1(N01) _ GISZ@t _ E2~a _ 1(N01) _ GISZ _ PU2 _ 1(N01) _ GISZ _ 1(N01) _ UR4~b _ GISZ _ 1(N01) _ GISZ _ LISZ _ 1(N01) _ BANSZUR~b1 _ GISZ _ 1(N01) _ GISZ _ AD~a _ 1(N01) _ GISZ _ 1(N01) _ BAD _ GISZ _ 1(N01) _ GISZ _ 1(N01) _ SI _ TAG~b _ 1(N01) _ SI _ KAK~a _ GISZ _ 1(N01) _ AL _ 1(N34)","N01 _ GISZ _ NAM2 _ N01 _ GISZ _ NU11 _ N01 _ GISZ _ KIN2~c _ N01 _ GI6 _ GISZ _ KIN2~c _ N01 _ |SZE~a.KIN2~c| _ GISZ _ N01 _ DUB~b _ GISZ _ A _ N01 _ SI _ GISZ _ N01 _ GESZTIN~a _ GISZ _ N01 _ GESZTIN~a _ GISZ _ N01 _ MUSZEN _ N01 _ GISZ _ N01 _ GISZ _ LAM~a _ N01 _ GISZ _ KUR@g~a _ N01 _ N01 _ N01 _ GISZ _ N01 _ GISZ _ DIN _ N01 _ GISZ _ N01 _ HASZHUR _ GISZ _ N01 _ |(GISZx(DIN.DIN))~a| _ GISZ _ N01 _ BU~a _ GISZ _ GI _ N01 _ BU~a _ ZATU633~a _ GISZ _ GI _ N01 _ BU~a _ MES _ GISZ _ GI _ N01 _ N01 _ GISZ _ N01 _ MES _ GISZ _ N01 _ GISZ _ A _ N01 _ SZU _ SU~a _ GISZ _ N01 _ GISZ _ N01 _ GISZ _ LUM _ N01 _ GISZ _ KISZIK~a _ U2~b _ GAL~a _ GISZ _ N01 _ SZA _ SZU _ GISZ _ N01 _ N01 _ GISZ _ N01 _ U4 _ N01 _ N01 _ IN~b _ HI _ GISZ _ N01 _ N01 _ BA _ SZE3 _ U2~b _ N01 _ MASZ _ GISZ _ N01 _ GUL _ BU~a _ GISZ _ N01 _ GISZIMMAR~a2 _ N01 _ GESZTU~a _ GISZ _ N01 _ N01 _ GISZ _ N01 _ GISZ _ N01 _ N01 _ GISZ@t _ E2~a _ N01 _ GISZ _ PU2 _ N01 _ GISZ _ N01 _ UR4~b _ GISZ _ N01 _ GISZ _ LISZ _ N01 _ BANSZUR~b1 _ GISZ _ N01 _ GISZ _ AD~a _ N01 _ GISZ _ N01 _ BAD _ GISZ _ N01 _ GISZ _ N01 _ SI _ TAG~b _ N01 _ SI _ KAK~a _ GISZ _ N01 _ AL _ N34"
"P000432","1(N01) _ KISZ _ KISZ _ KISZ _ KISZ _ KISZ _ KISZ _ SAG","N01 _ KISZ _ KISZ _ KISZ _ KISZ _ KISZ _ KISZ _ SAG"
"P000433","1(N01) _ UB _ 1(N01) _ KITI _ 1(N01) _ NI2 _ 1(N01) _ URI3~a _ E2~b _ E2~a _ 1(N01) _ GIBIL6 _ 1(N01) _ 1(N01) _ 1(N01) _ AN _ NE~a _ AN _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ AB~a@g _ 1(N01) _ BU~a _ 1(N01) _ 1(N01) _ AN _ SI _ 1(N01) _ AN _ EZINU~d _ 1(N01) _ BAPPIR~b _ 1(N01) _ 1(N01) _ BAHAR2~b _ E2~a _ NUNUZ~a1 _ 1(N01) _ TILLA2 _ 1(N01) _ AN _ AN _ E2~a _ 1(N01) _ DAR~a _ NESAG2~b","N01 _ UB _ N01 _ KITI _ N01 _ NI2 _ N01 _ URI3~a _ E2~b _ E2~a _ N01 _ GIBIL6 _ N01 _ N01 _ N01 _ AN _ NE~a _ AN _ N01 _ N01 _ N01 _ N01 _ AB~a@g _ N01 _ BU~a _ N01 _ N01 _ AN _ SI _ N01 _ AN _ EZINU~d _ N01 _ BAPPIR~b _ N01 _ N01 _ BAHAR2~b _ E2~a _ NUNUZ~a1 _ N01 _ TILLA2 _ N01 _ AN _ AN _ E2~a _ N01 _ DAR~a _ NESAG2~b"
"P000434","1(N01) _ 1(N01) _ 1(N01) _ KID~a _ 1(N01) _ 1(N45) _ GAL~a _ 1(N01) _ 1(N45) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ GU _ 1(N01) _ TUR _ GU _ 1(N01) _ 1(N01)","N01 _ N01 _ N01 _ KID~a _ N01 _ N45 _ GAL~a _ N01 _ N45 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ N01 _ GU _ N01 _ TUR _ GU _ N01 _ N01"
"P000437","PIRIG~b1 _ 1(N01) _ SU~a _ |1(N57).SZAH2~a| _ 1(N01) _ UDU~a _ SZITA~a1 _ 1(N01) _ DARA3~c _ 1(N01) _ 1(N01)","PIRIG~b1 _ N01 _ SU~a _ |1(N57).SZAH2~a| _ N01 _ UDU~a _ SZITA~a1 _ N01 _ DARA3~c _ N01 _ N01"
"P000439","1(N01) _ HI _ 1(N01) _ 1(N01) _ U4 _ 1(N01) _ IM~a _ KI _ 1(N01) _ SIG _ 1(N01) _ U4 _ GI6 _ 1(N01) _ U4","N01 _ HI _ N01 _ N01 _ U4 _ N01 _ IM~a _ KI _ N01 _ SIG _ N01 _ U4 _ GI6 _ N01 _ U4"
"P000440","1(N01) _ DUG~b _ 1(N01) _ DUG~c _ 1(N01) _ NI~b _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bxSZE~a| _ 1(N01) _ 1(N01) _ |DUG~bxKASKAL| _ 1(N01) _ KASZ~b _ 1(N01) _ |DUG~bx(SZE~a.NAM2)| _ 1(N01) _ |DUG~bx(1(N57).KU3~a)| _ 1(N01) _ |DUG~bxSIG2~a1| _ 1(N01) _ |DUG~bxSIG7| _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bxLAM~a| _ 1(N01) _ |DUG~bxKUR~a| _ 1(N01) _ |DUG~bxGISZ| _ 1(N01) _ 1(N01)","N01 _ DUG~b _ N01 _ DUG~c _ N01 _ NI~b _ N01 _ N01 _ N01 _ N01 _ N01 _ |DUG~bxSZE~a| _ N01 _ N01 _ |DUG~bxKASKAL| _ N01 _ KASZ~b _ N01 _ |DUG~bx(SZE~a.NAM2)| _ N01 _ |DUG~bx(1(N57).KU3~a)| _ N01 _ |DUG~bxSIG2~a1| _ N01 _ |DUG~bxSIG7| _ N01 _ N01 _ N01 _ |DUG~bxLAM~a| _ N01 _ |DUG~bxKUR~a| _ N01 _ |DUG~bxGISZ| _ N01 _ N01"
"P000441","1(N01) _ |DUG~bx(SZE~a.NAM2)| _ 1(N01) _ 1(N01) _ 1(N01) _ |DUG~bxSIG7| _ 1(N01) _ |DUG~bxSIG2~a2| _ |DUG~bxHI| _ 1(N01) _ 1(N01) _ 1(N01)","N01 _ |DUG~bx(SZE~a.NAM2)| _ N01 _ N01 _ N01 _ |DUG~bxSIG7| _ N01 _ |DUG~bxSIG2~a2| _ |DUG~bxHI| _ N01 _ N01 _ N01"
"P000442","1(N01) _ U4 _ 1(N01) _ |DUG~bx(SZE~a.NAM2)| _ 1(N01) _ |DUG~bx(1(N57).KU3~a)|","N01 _ U4 _ N01 _ |DUG~bx(SZE~a.NAM2)| _ N01 _ |DUG~bx(1(N57).KU3~a)|"
"P000443","KU3~a _ KU3~a _ 1(N01) _ 1(N01) _ 1(N01) _ GAL~a","KU3~a _ KU3~a _ N01 _ N01 _ N01 _ GAL~a"
"P000445","NAGAR~b _ AN _ TAK4~a _ AN _ NU _ 1(N01) _ 1(N01) _ AN _ NU","NAGAR~b _ AN _ TAK4~a _ AN _ NU _ N01 _ N01 _ AN _ NU"
