"object_id","ensemble_id","archaeological_period","archaeological_unit","site_name","site_id","location","country","latitude","longitude","coord_precision","coord_reference","layer","dating_method","date_bp_min","min_lab_number","date_bp_max","max_lab_number","excavation_year","material","material_species","object_type","associated_species","length_mm","width_mm","depth_mm","preservation","collection","collection_id","sign_coding","coding_certainty","coding_clean","coding_random"
"gkl0025",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1979","ivory","Mammuthus primigenius","plaque","",38,14,5,"almost complete","LMW Stuttgart","Find No.: 58-264","vvvvvvvvvvvvv _ vvvvvvvvvvvvv _ vvvvvvv _ vvvvvv _ >>>>\\\  _ >>>! _  ^^^^ _ °°°°°°°°°°°°° _ °°°°°°°°°° _ °°°°°°°°°°°° _ °°°°°°°°°°°°°","very certain","vvvvvvvvvvvvv_vvvvvvvvvvvvv_vvvvvvv_vvvvvv_>>>>\\\ _>>>_ ^^^^_°°°°°°°°°°°°°_°°°°°°°°°°_°°°°°°°°°°°°_°°°°°°°°°°°°°","vvvvvvvvvvvvv_°°°°°°°°°°°°°_vvvvvv_>>>_°°°°°°°°°°°°_>>>>\\\ _°°°°°°°°°°°°°_vvvvvvvvvvvvv_ ^^^^_vvvvvvv_°°°°°°°°°°"
"gkl0024",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1974","ivory","Mammuthus primigenius","possible flute","",5,3,2,"fragmented","Universität Tübingen","Find No.: 58-227","!vvvv!","very certain","vvvv","vvvv"
"gkl0023",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","III","C14","30100±550","OxA-6256","36560+410/-390","KIA 16032","1989","ivory","Mammuthus primigenius","possible flute","",47,3,2,"fragmented","Universität Tübingen","Find No.: 56-975","!vvvvvvvvvvvvvvvvvvv!","very certain","vvvvvvvvvvvvvvvvvvv","vvvvvvvvvvvvvvvvvvv"
"gkl0022",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","III","C14","30100±550","OxA-6256","36560+410/-390","KIA 16032","1987","ivory","Mammuthus primigenius","rod/baton","",11,3,4,"fragmented","Universität Tübingen","Find No.: 56-802","!OOOOO!","very certain","OOOOO","OOOOO"
"gkl0021",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1974 2004","ivory","Mammuthus primigenius","flute","",187,12,11,"almost complete","URMU Blaubeuren","Find No.: 48-without No.","vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv! _ vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv!","very certain","vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv","vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv"
"gkl0020",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1974","ivory","Mammuthus primigenius","possible flute","",17,2,2,"fragmented","Universität Tübingen","Find No.: 48-125","!vvvvv!","very certain","vvvvv","vvvvv"
"gkl0019",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1974","ivory","Mammuthus primigenius","possible flute","",24,6,2,"fragmented","Universität Tübingen","Find No.: 47- without No.","!vvvvvvvv","very certain","vvvvvvvv","vvvvvvvv"
"gkl0018",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1973","bone","undetermined","tube/flute","",30,8,4,"fragmented","URMU Blaubeuren","Find No.: 47-9000.2","!v v v vv vv! _ !vv v v!","certain","v v v vv vv_vv v v","vv v v_v v v vv vv"
"gkl0017",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1973","bone","undetermined","tube/flute","",35,6,2,"fragmented","URMU Blaubeuren","Find No.: 47-9000.1.3","!v vv vv","certain","v vv vv","v vv vv"
"gkl0015",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1973","bone","undetermined","tube/flute","",50,8,6,"fragmented","URMU Blaubeuren","Find No.: 47-9000.1.1.","!vvvvvvvv! _ !vvvvvvvvv!","very certain","vvvvvvvv_vvvvvvvvv","vvvvvvvv_vvvvvvvvv"
"gkl0014",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","","antler","Rangifer tarandus","personal ornament","",132,5,4,"almost complete","LMW Stuttgart","Find No.: 47-59","v!vvvvv!vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv _ vvvvv!vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv","certain","vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv","vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv_vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv"
"gkl0013",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1974","ivory","Mammuthus primigenius","possible flute","",25,8,3,"fragmented","Universität Tübingen","Find No.: 46-555","!vvvvvvvv","very certain","vvvvvvvv","vvvvvvvv"
"gkl0012",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1975","ivory","Mammuthus primigenius","figurine zoomorph","Mammuthus primigenius",67,38,3,"fragmented","LMW Stuttgart","Find No.: 38-7","||||| _ ¤¤¤¤¤¤¤¤¤¤¤¤¤¤¤ _ ///// _ ||||| _ ¤¤¤¤¤¤¤ _ ||| |||| _ || _ | | || | | | _ lllll | | _ ////! _ ///! ¤¤¤¤!","certain","|||||_¤¤¤¤¤¤¤¤¤¤¤¤¤¤¤_/////_|||||_¤¤¤¤¤¤¤_||| ||||_||_| | || | | |_lllll | |_////_/// ¤¤¤¤","||_/// ¤¤¤¤_||| ||||_////_|||||_¤¤¤¤¤¤¤¤¤¤¤¤¤¤¤_¤¤¤¤¤¤¤_lllll | |_/////_|||||_| | || | | |"
"gkl0011",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1977","ivory","Mammuthus primigenius","figurine zoomorph","Ursus",50,21,19,"fragmented","LMW Stuttgart","Find No.: 37-94","||||||| _ ¤¤¤¤¤¤¤¤¤! _ !// _ ¤¤¤¤¤¤¤¤¤! _ |||! _ V","certain","|||||||_¤¤¤¤¤¤¤¤¤_//_¤¤¤¤¤¤¤¤¤_|||_V","¤¤¤¤¤¤¤¤¤_//_V_|||_|||||||_¤¤¤¤¤¤¤¤¤"
"gkl0010",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1974","ivory","Mammuthus primigenius","possible flute","",12,7,2,"fragmented","Universität Tübingen","Find No.: 37-155.2","!vvvvvv!","very certain","vvvvvv","vvvvvv"
"gkl0009",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1974","ivory","Mammuthus primigenius","undetermined","",18,3,2,"fragmented","Universität Tübingen","Find No.: 37-155.1","!vvvv","certain","vvvv","vvvv"
"gkl0008",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1974","ivory","Mammuthus primigenius","possible flute","",20,3,2,"fragmented","Universität Tübingen","Find No.: 35-without No.","!vvvvvvvv!","very certain","vvvvvvvv","vvvvvvvv"
"gkl0007",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1990","ivory","Mammuthus primigenius","possible flute","",20,8,3,"fragmented","Universität Tübingen","Find No.: 34-349","!vvvvvv!","certain","vvvvvv","vvvvvv"
"gkl0006",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","","ivory","Mammuthus primigenius","personal ornament","",42,5,3,"fragmented","URMU Blaubeuren","Find No.: 34-303","||||","very certain","||||","||||"
"gkl0005",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1991","ivory","Mammuthus primigenius","undetermined","",11,3,2,"fragmented","Universität Tübingen","Find No.: 33-95","!|||!","certain","|||","|||"
"gkl0004",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1975","bone","Corvus corax","tube","",76,13,9,"complete","URMU Blaubeuren","Find No.: 26-80","vvvvvvvvvvvvvv","very certain","vvvvvvvvvvvvvv","vvvvvvvvvvvvvv"
"gkl0003",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1973 1990","bone","Cygnus cygnus","flute","",126,10,9,"almost complete","LMW Stuttgart","Find No.: 24-197","vvvv vvvv","very certain","vvvv vvvv","vvvv vvvv"
"gkl0002",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1977","bone","undetermined","tube/flute","",21,6,2,"fragmented","Universität Tübingen","Find No.: 16-96.1","!vvvvv!","very certain","vvvvv","vvvvv"
"gkl0001",NA,"Upper Paleolithic","Aurignacian","Geissenklösterle","gkl","Blaubeuren-Weiler","Germany",48.398333,9.772222,"precise","wikipedia","II","C14","30625±796","H 4147-3346","33700±825","H 4751-4404","1976","ivory","Mammuthus primigenius","undetermined","",36,12,2,"fragmented","Universität Tübingen","Find No.: 15-239","||| //////! _ V","very certain","||| //////_V","V_||| //////"
"bst0001",NA,"Upper Paleolithic","Aurignacian","Bockstein-Törle","bst","Rammingen","Germany",48.553,10.155,"precise","nespos.org","VI","C14","31530±230 - 20400±220","","","","1953-1956","slate","","personal ornament","",21,20,5,"almost complete","Museum Ulm","","!vvvvvvvvvvvvvvvvvv!","very certain","vvvvvvvvvvvvvvvvvv","vvvvvvvvvvvvvvvvvv"
