object_id,ensemble_id,archaeological_unit,site_name,location,location__short_name,location__location,location__country,latitude,longitude,location__coord_precision,location__coord_reference,layer,dating_method,date_bp_min,min_lab_number,date_bp_max,max_lab_number,excavation_year,material,object_type,associated_species,length_mm,width_mm,depth_mm,preservation,short_description,references,sign_coding,coding_certainty
gar0007,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,bâton percé,,50.0,14.0,6.0,fragmented,frament de bâtons percés?,San Juan C. et al.  2007: p. 99 fig. 4.2; Vercoutère C. et al. 2006,,
gar0006,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,other,,45.0,10.0,5.0,fragmented,Notched rib fragment,San Juan C. et al.  2007: p. 99 fig. 4.1; Vercoutère C. et al. 2006,,
gar0005,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,spatula/lissoir,,,,,fragmented,Notched rib fragment,San Juan C. et al.  2007: p. 94 fig. 122; Vercoutère C. et al. 2006,,
gar0004,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,compresseur,,,,,fragmented,retouchoir  avec  deux  séries  de  traits,San Juan C. et al.  2007: p. 94 fig. 121; Vercoutère C. et al. 2006,,
gar0003,,Aurignacien,Gargas,,,,,,,,,4,AMS,31540±720,,,,,bone,spatula/lissoir,,,,,almost complete,notched rib fragment,San Juan C. et al.  2007: p. 94 fig. 120; Vercoutère C. et al. 2006,,
gzr0003,,Aurignacien,Gatzarria,,,,,,,,,,AMS,36000±700 - 34400±550,,,,,undetermined,spatula/lissoir,,,,,fragmented,,Carolyn C. et al. 2012; San Juan C. et al.  2007: p. 103 fig. 3,,
gzr0002,,Aurignacien,Gatzarria,,,,,,,,,,AMS,36000±700 - 34400±550,,,,,undetermined,spatula/lissoir,,,,,almost complete,,Carolyn C. et al. 2012; San Juan C. et al.  2007: p. 103 fig. 2,,
sal0001,,Aurignacien,El Salitre,,,,,,,,,,,,,,,,undetermined,undetermined,,,,,fragmented,,Barandiaran I. & Garcia Diez M. 2007:  212 fig. b,,
pat0003,,Aurignacien,Abri Pataud,,,,,,,,,,AMS,35000±650 - 31200±400,,,,,bone,undetermined,,,,,fragmented,Notched bone fragment,Higham T. et al. 2011; Chiotti L. et al. 2007: p. 177 fig. 4,,
pat0002,,Aurignacien,Abri Pataud,,,,,,,,,,AMS,35000±650 - 31200±400,,,,,bone,undetermined,,,,,fragmented,Notched rib fragment,Higham T. et al. 2011; Chiotti L. et al. 2007: p. 177 fig. 4,,
pat0001,,Aurignacien,Abri Pataud,,,,,,,,,,AMS,35000±650 - 31200±400,,,,,bone,undetermined,,,,,fragmented,Notched rib fragment,Higham T. et al. 2011; Chiotti L. et al. 2007: p. 177 fig. 4,,
lak0003,,Aurignacien,Labeko Koba,,,,,,,,,VII,AMS,36850+/-800 - 35400+/-650,,,,,bone,spatula/lissoir,,,,,fragmented,,Wood R. E. et al. 2014; Barandiaran I. & Garcia Diez M. 2007: p. 213 fig. j,,
lak0002,,Aurignacien,Labeko Koba,,,,,,,,,VII,AMS,36850+/-800 - 35400+/-650,,,,,undetermined,undetermined,,,,,fragmented,,Wood R. E. et al. 2014; Barandiaran I. & Garcia Diez M. 2007: p. 213 fig. i,,
gzr0001,,Aurignacien,Gatzarria,,,,,,,,,,AMS,36000±700 - 34400±550,,,,,ivory,personal ornament,,,,,complete,trianguloid ivory pendant,Carolyn C. et al. 2012; Vanhaeren M. & d'Errico F. 2006: p. 1112 fig. 1.11,,
laf0019,,Aurignacien,La Ferrassie,,,,,,,,,H?,OSL,37200±1900,,,,,ivory,personal ornament,,,,,complete,ivory diadem,Guerin G. et al. 2015; Vanhaeren M. & d'Errico F. 2006: p. 1112 fig. 1.31,,
spy0003,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,ivory,personal ornament,,,,,complete,elliptical flat notched ivory bead,Pirson S. et al. 2013; Vanhaeren M. & d'Errico F. 2006: p.1112 fig. 1.24,,
spy0001,,Aurignacien,Spy,,,,,,,,,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,,,,ivory,personal ornament,,,,,complete,Ivory ring,Pirson S. et al. 2013; Vanhaeren M. & d'Errico F. 2006: p.1112 fig. 1.17,,
sou0002,,Aurignacien,La Souquette,,,,,,,,,,,,,,,1902-1903,ivory,personal ornament,,,,,fragmented,ivory fragment of pendant decorated with aligned punctuations,Bourillon R. et al. 2016: p. 14 fig. 15.5,,
sou0001,,Aurignacien,La Souquette,,,,,,,,,,,,,,,1902-1903,ivory,personal ornament,,,,,complete,pointed ivory pendant decorated with aligned punctuations,Bourillon R. et al. 2016: p.14 fig. 15.3; Vanhaeren M. & d'Errico F. 2006: p.1112,,
ras0001,,Aurignacien,El Rascaño,,,,,,,,,Level 7,,,,,,,bone,point,,,,,almost complete,bone point decorated with linear incisions,Barandiaran I. & Garcia Diez M. 2007: p. 213 fig. l,,
lak0001,,Aurignacien,Labeko Koba,,,,,,,,,VII,AMS,36850+/-800 - 35400+/-650,,,,1988,limestone,bloc,,34.0,46.0,16.0,complete,,Wood R. E. et al. 2014; Garcìa M. et al. 2000: p. 377-383; Garate D. et al. 2015: p. 241 fig. 2d; Floss H. & Rouquerol N. 2007,,
laf0018,,Aurignacien,La Ferrassie,,,,,,,,,H'',OSL,37200±1900,,,,,limestone,bloc,,,,,complete,Engraved rock with the legs of a four footed animal as well as the outline of a vulva and many cupules,Guerin G. et al. 2015; Zilhao J. 2007: p. 34 fig. 10,,
laf0014,,Aurignacien,La Ferrassie,,,,,,,,,,OSL,37200±1900,,,,,limestone,bloc,,,,,complete,Bloc with cupules,Bourrillon R. et al. 2016: p. 13 fig. 14-3; Guerin G. et al. 2015,,
hdp0001,,Aurignacien,Hornos de la Pena,,,,,,,,,,C14,34000 - 30000,,,,,bone,plaquette,,90.0,75.0,7.0,fragmented,hueso frontal de équido con la representación grabada del cuarto trasero y cola del mismo animal.,Tejero J. M. et al. 2008: p. 119 fig. 1; Garate D. et al. 2015,,
gdr0005,,Aurignacien,Grotte du Renne,,,,,,,,,Level VII,AMS,36500±1300 - 34050±750,,,,,bone,awl,,,,,fragmented,Two fragments of an anciently broken awl,Zilhão  J. 2007; d'Errico F. et al. 2003b: p. 251 fig. 29,,
cel0029,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,2014,limestone,bloc,,,,,fragmented,The surface of this conjoining block present deep cuvette artificial depressio created posterior to and truncates two curved lines a series of three wide deep straight lines and a zoomorphic figure,White R. et al. 2017: p. 23 fig. 24,,
cel0028,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,2014,limestone,bloc,,,,,complete,"In the lower right portion of this
surface is a curved line. Two series of 4 and 5 cupules respectively complete the surface modification",White R. et al. 2017: p. 20 fig. 21h,,
cel0027,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,2014,limestone,bloc,,,,,complete,"A long straight is visible on the left side of this surface. At the left lower margin of this surface several aligned cupules follow the curve of a natural concavity. At the center of
the concavity there is a pair of larger cupules.",White R. et al. 2017: p. 20 fig. 21g,,
cel0026,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,2014,limestone,bloc,,,,,complete,Limestone block with incisions,White R. et al. 2017: p. 20 fig. 21f,,
cel0025,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,2014,limestone,bloc,,,,,complete,"The lower part of this surface shows a deep line and at its left extremity by
another line. There is a curved alignment of cupules on the upper left part of the surface.",White R. et al. 2017: p. 20 fig. 21e,,
cel0022,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,2014,limestone,bloc,,,,,complete,"Maybe a schematic representation
of a mammoth in profile",White R. et al. 2017: p. 20 fig. 21a,,
cel0021,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,2014,limestone,bloc,,,,,complete,"Limestone block with a horse in
right profile",White R. et al. 2017: p. 18 fig. 19c,,
cel0020,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,2014,limestone,bloc,,,,,complete,"Limestone block with a figure of a mammoth showing only
the head",White R. et al. 2017: p.18 fig.19b,,
cel0019,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,2014,limestone,bloc,,,,,complete,Limestone bloc with a series of parallel alignments of cupules ranging from 0.5 to 1 cm in diameter which form the profile of a mammoth,White R. et al. 2017: p. 18 fig. 19a; Bourrillon R. et al. 2016: p. 13 fig. 14-5,,
cel0018,,Aurignacien,Cellier,,,,,,,,,,C14,33600±550 - 32450±450,,,,1927,limestone,bloc,,,,,undetermined,Limestone block with 3 vulvae. There is no archival or published trace of this object,White R. et al. 2017: p. 14 fig. 16j,,
cel0017,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,limestone,bloc,,,,,undetermined,Pierced limestone block with the large cup-mark,White R. et al. 2017: p. 14 fig. 16e,,
cel0016,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,limestone,bloc,,,,,complete,Limestone block with an ibex rappresentation and indeterminate traces,White R. et al. 2017: p. 14 fig. 16e,,
cel0015,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,limestone,bloc,,,,,complete,limestone bloc with a zoomorphic figure,White R. et al. 2017: p. 14 fig. 16d,,
cel0014,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,limestone,bloc,,,,,complete,Limestone block with 1 horse head 1 vulva 1 cuvette cupules,White R. et al. 2017: p. 14 fig. 16b,,
cel0013,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,limestone,bloc,,,,,almost complete,Limestone block with an ibex rappresention,White R. et al. 2017: p. 14 fig. 16a,,
cel0012,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,ivory,personal ornament,,51.0,,,complete,"Ivory spinter probably
depicting a human female. Two faces of the object are decorated with paired incisions",White R. 1989: p. 98;  White R. et al. 1992: p. 68 fig. 13,,
cel0011,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,bone,undetermined,,,,,fragmented,Rib fragment with more-or-less equally spaced notches,White R. et al. 1992: p. 67 fig. 11e,,
cel0010,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,bone,undetermined,,,,,fragmented,Heavily smoothed rib fragment with paired incisions,White R. et al. 1992: p. 67 fig. 11d,,
cel0009,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,bone,spatula/lissoir,,,,,fragmented,Rib fragment with more-or-less equally spaced notches,White R. et al. 1992: p. 67 fig. 11c,,
cel0008,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,bone,rod/bâton,,,,,almost complete,Fragment of bird long bone,White R. et al. 1992: p. 67 fig. 11b,,
cel0007,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,bone,undetermined,,,,,fragmented,Rib fragment with more-or-less equally spaced notches,White R. et al. 1992: p. 67 fig. 11a,,
cel0006,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,bone,compresseur,,,,,fragmented,Large long-bone splinter which presents incisions in pairs,White R. et al. 1992: p. 67 fig. 10b,,
cel0005,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,bone,tube,,,,,almost complete,Bird bone incised along three sides,White R. et al. 1992: p.67 fig.10b,,
cel0004,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,bone,tube,,,,,almost complete,Bird bone smoothed and incised along three sides,White R. et al. 1992: p. 67 fig. 10d,,
cas0012,,Aurignacien,Castanet,,,,,,,,,,AMS,34320±520 - 31900±450,,,,1911-1913,bone,spatula/lissoir,,,,,almost complete,,,,
cas0011,,Aurignacien,Castanet,,,,,,,,,,AMS,34320±520 - 31900±450,,,,1911-1913,undetermined,undetermined,,,,,fragmented,,,,
cas0010,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,bone,spatula/lissoir,,,,,fragmented,Objet en os décoré,White R. et al. 2012; Peyrony D 1935: p. 434 fig. 17.2; San Juan C. et al.  2007: p. 103-6,,
cas0009,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,bone,undetermined,,,,,fragmented,Objet en os décoré,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 17.6;San Juan C. et al. 2007: p. 103-5,,
cas0008,,Aurignacien,Castanet,,,,,,,,,I,AMS,34320±520 - 31900±450,,,,1911-1913,bone,spatula/lissoir,,,,,fragmented,Objet en os décoré,White R. et al. 2012; Peyrony D. 1935: p. 434 fig. 17.3; San Juan C. et al.  2007: p. 103-4,,
cas0005,,Aurignacien,Castanet,,,,,,,,,,AMS,34320±520 - 31900±450,,,,1911-1913,stone indet.,undetermined,,,,,complete,,Bourrillon R. et al. 2016: p. 14 fig. 15.6; White R. et al. 2012,,
cas0002,,Aurignacien,Castanet,,,,,,,,,,AMS,34320±520 - 31900±450,,,,1911-1913,limestone,undetermined,,,,,almost complete,,Bourrillon R. et al. 2016: p. 13 fig. 14.4; White R. et al. 2012,,
brs0002,,Aurignacien,Brassempouy,,,,,,,,,,C14,34000 - 30000,,,,1892,ivory,rod/bâton,,45.0,8.0,,undetermined,Petit fragment de lamelle d'ivore. A partir de l'estrémité supérieure arondie rangées semi-circulaires de tubercules irréguliers. La partie inférieure porte des nervures transversales parallèles.,Bailey S. E. & Hublin J. J. 2005; Chollot-Varagnac M. 1980: p. 43 fig. 47.338,,
brs0001,,Aurignacien,Brassempouy,,,,,,,,,F,C14,34000 - 30000,,,,,calcite,personal ornament,,,,10.0,complete,Finished bead with a decoration created by sub-parallel incisions on the bulbar end.,White R. 2006; White R. 2007: p. 299 fig. 24.27; Bailey S. E. & Hublin J. J. 2005,,
bla0019,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,,limestone,bloc,,,,,almost complete,,Bourrillon R. et al. 2016: p.17 fig. 19,,
bla0018,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,,bone,personal ornament,,,,,almost complete,,Bourrillon R. et al. 2016: p.14 fig. 15.4,,
bla0017,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,,limestone,bloc,,,,,almost complete,,Bourrillon R. et al. 2016: p. 13 fig. 14.2,,
bla0016,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,,limestone,bloc,,,,,almost complete,,Bourrillon R. et al. 2016: p. 13 fig. 14.1,,
bla0015,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,2012,limestone,bloc,,,,,fragmented,,Bourrillon R. et al. 2016: p. 11-12 fig. 12-13,,
bla0014,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,1910,ivory,personal ornament,,,,,almost complete,Forked ivory pendant,Bourrillon R. et al. 2016: p. 14 fig. 15.13; Vanhaeren M. & d’Errico F. 2016: p. 8 (1112); White R. 1989: p. 97,,
bla0013,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,,ivory,rod/bâton,,,,,fragmented,ivory fragment decorated with dots,Bourrillon R. et al. 2016: p. 14 fig. 15.2; White R. 1989: p. 97,,
bla0012,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,,limestone,bloc,,,,,almost complete,limestone bloc engraved,Bourrillon R. et al. 2016: p. 5 fig. 5. A,,
laf0015,,Aurignacien,La Ferrassie,,,,,,,,,H',OSL,37200±1900,,,,1902,limestone,bloc,,175.0,125.0,85.0,complete,limestone bloc with vulva representations,Guerin G. et al. 2015; Duhard J.-P. et al.  2014: p. 50 fig. 100; Delluc B. & Delluc G. 1978: p. 299 fig. 52,,
laf0013,,Aurignacien,La Ferrassie,,,,,,,,,H',OSL,37200±1900,,,,1902,limestone,bloc,,520.0,450.0,220.0,almost complete,limestone bloc with vulva representations -,Guerin G. et al. 2015; Duhard J.-P. et al.  2014: p. 50 fig. 98-99; Delluc B. & Delluc G. 1978: p.   297 fig. 51,,
laf0012,,Aurignacien,La Ferrassie,,,,,,,,,H',OSL,37200±1900,,,,1902,limestone,bloc,,160.0,140.0,40.0,almost complete,petite plaquette de calcaire avec six traits angulaires fins mais fermement incisés parallèles entre eux et,Guerin G. et al. 2015; Delluc B. & Delluc G. 1978: p. 301 fig. 53,,
laf0011,,Aurignacien,La Ferrassie,,,,,,,,,H',OSL,37200±1900,,,,1902,limestone,bloc,,560.0,400.0,200.0,complete,,Guerin G. et al. 2015; Duhard J.-P. et al.  2014: p. 49 fig. 93; Delluc B. & Delluc G. 1978: p. 294 fig. 49,,
laf0010,,Aurignacien,La Ferrassie,,,,,,,,,H,OSL,37200±1900,,,,1902,limestone,bloc,,290.0,480.0,180.0,fragmented,limestone bloc with vulva representations,Guerin G. et al. 2015; Duhard J.-P. et al. 2014: p. 48 fig. 87 88;  Delluc B. & Delluc G. 1978: p. 285 fig. 43,,
laf0009,,Aurignacien,La Ferrassie,,,,,,,,,H,OSL,37200±1900,,,,1902,limestone,bloc,,,,,almost complete,limestone bloc with vulva representations,Guerin G. et al. 2015; Duhard J.-P. et al. 2014: p. 47-48 fig. 83; Delluc B. & Delluc G. 1978: p. 282 fig. 41,,
cel0003,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,limestone,bloc,,750.0,670.0,500.0,almost complete,Limestone block with vulva representations.,Duhard J.-P. et al. 2014: p. 38 fig. 56; White R. et al. 2017: p.14 fig.16f,,
cel0002,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,limestone,bloc,,600.0,600.0,450.0,almost complete,Huge limestone block with 5 vulvae representations immovable.,Duhard J.-P. et al. 2014: p. 36-37 fig. 52; White R. et al. 2017: p.14 fig.16f,,
cel0001,,Aurignacien,Cellier,,,,,,,,,A,C14,33600±550 - 32450±450,,,,1927,limestone,bloc,,740.0,350.0,140.0,almost complete,Limestone block with 3 vulvae 1 cuvette and indeterminate traces,Duhard J.-P. et al. 2014 : p. 36 fig. 47 48; White R. et al. 2017: p.14 fig.16c,,
cas0007,,Aurignacien,Castanet,,,,,,,,,II,AMS,34320±520 - 31900±450,,,,1911-1913,limestone,bloc,,410.0,300.0,180.0,fragmented,limestone blao with vulva representations,Duhard J.-P. et al. 2014: 33-34 fig. 40 41; White R. et al. 2012; Delluc B. & Delluc G. 1978: 272 fig. 31,,
cas0006,,Aurignacien,Castanet,,,,,,,,,II,AMS,34320±520 - 31900±450,,,,1911-1913,limestone,bloc,,580.0,600.0,140.0,fragmented,two fragments of a large limestone bloc with several vulva representations,Duhard J.-P. et al. 2014: p. 32-33 fig. 38 39; White R. et al. 2012; Delluc B. & Delluc G. 1978: p. 266 fig. 30,,
cas0004,,Aurignacien,Castanet,,,,,,,,,II,AMS,34320±520 - 31900±450,,,,1911-1913,limestone,bloc,,,,,undetermined,bloc en calcaire conaien vulve. No description in the book,Duhard J.-P. et al. 2014: p. 32 fig. 37; White R. et al. 2012,,
bla0011,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,1910-1912,limestone,bloc,,650.0,440.0,90.0,complete,bloc de calcaire coniacien vulve en vue périnéale,Bourrillon R. et al. 2016; Duhard J.-P. et al. 2014: p. 32 fig. 35 36; Delluc B. & Delluc G. 1978: p. 244 fig. 19,,
bla0010,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,1910-1912,limestone,bloc,,550.0,280.0,55.0,fragmented,bloc de calcaire coniacien vulve en vue périnéale,Bourrillon R. et al. 2016; Duhard J.-P. et al. 2014: p. 31 fig. 33 34; Delluc B. & Delluc G. 1978: p. 242 fig. 18,,
bla0009,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,1910-1912,limestone,bloc,,730.0,350.0,100.0,fragmented,bloc de calcaire coniacien vulve en vue périnéale,Bourrillon R. et al. 2016; Duhard J.-P. et al. 2014: p. 31 fig. 31 32; Delluc. B & Delluc G. 1978: p. 241 fig. 17,,
bla0008,,Aurignacien,Blanchard,,,,,,,,,B-D?,AMS,33420±350,,,,1910-1912,limestone,bloc,,260.0,250.0,160.0,fragmented,bloc de calcaire coniacien vulve en vue périnéale,Bourrillon R. et al. 2016; Duhard J.-P. et al. 2014: p. 30 fig. 29 30; Delluc B. & Delluc G. 1978: p. 231 fig. 10,,
cel0031,,Aurignacien,Cellier,,,,,,,,,,C14,33600±550 - 32450±450,,,,1927,bone,undetermined,,102.0,8.0,,almost complete,Frgment of a rib mit sequences of notches,Chollot-Varagnac M. 1980: p. 46-47,,
cel0030,,Aurignacien,Cellier,,,,,,,,,,C14,33600±550 - 32450±450,,,,1927,bone,spatula/lissoir,,151.0,18.0,,almost complete,Fragment of o lissoir with parallel notches on the edges,Chollot-Varagnac M. 1980: p. 46-47,,
men0002,,Aurignacien,Menton/Grottes du Grimaldi,,,,,,,,,,,,,,,,stone indet.,other,,63.0,38.0,,almost complete,Fragment de galet,Chollot-Varagnac M. 1980: p. 42-43,,
men0001,,Aurignacien,Menton/Grottes du Grimaldi,,,,,,,,,,,,,,,,steatite,other,,27.0,20.0,,undetermined,Fragment de cône en stéatite noire,Chollot-Varagnac M. 1980: p. 42-43,,
laf0008,,Aurignacien,La Ferrassie,,,,,,,,,,OSL,37200±1900,,,,1902,antler,point,,125.0,17.0,,complete,Fragment de sagaie (?) en bois de renne,Guerin G. et al. 2015; Chollot-Varagnac M. 1980: p. 48-49,,
laf0007,,Aurignacien,La Ferrassie,,,,,,,,,,OSL,37200±1900,,,,1902,antler,spatula/lissoir,,107.0,12.0,,complete,Fragment de sagaie (?) en bois de renne,Guerin G. et al. 2015; Chollot-Varagnac M. 1980: p. 48-49,,
laf0006,,Aurignacien,La Ferrassie,,,,,,,,,,OSL,37200±1900,,,,1902,antler,point,,77.0,8.0,,undetermined,Pointe (?) en bois de renne,Guerin G. et al. 2015; Chollot-Varagnac M. 1980: p. 48-49,,
laf0005,,Aurignacien,La Ferrassie,,,,,,,,,,OSL,37200±1900,,,,1902,antler,point,,80.0,21.0,,fragmented,Pointe en bois de renne,Guerin G. et al. 2015; Chollot-Varagnac M. 1980: p. 48-49,,
laf0004,,Aurignacien,La Ferrassie,,,,,,,,,,OSL,37200±1900,,,,1902,bone,awl,,102.0,8.0,,complete,Alène en os,Guerin G. et al. 2015; Chollot-Varagnac M. 1980: p. 46-47,,
lar0002,,Aurignacien,Abri Lartet/Gorge d'Enfer,,,,,,,,,,,,,,,1863 / 1918,bone,plaquette,,102.0,30.0,,almost complete,engraved and notched bone,Chollot-Varagnac M. 1980: p. 44-45; Bourillion et al. 2016,,
lar0001,,Aurignacien,Abri Lartet/Gorge d'Enfer,,,,,,,,,,,,,,,1863 / 1918,bone,awl,,50.0,7.0,,fragmented,Alène d'os,Chollot-Varagnac M. 1980: p. 44-45; Demars P.-Y. 1992,,
cas0003,,Aurignacien,Castanet,,,,,,,,,,AMS,34320±520 - 31900±450,,,,1911-1913,bone,other,,67.0,18.0,,fragmented,Eclat d'os,White R. et al. 2012; Chollot-Varagnac M. 1980: p. 44-45,,
